,AZ_F1_11_a,AZ_F1_201_c,AZ_F1_202_b,AZ_F1_202_c,AZ_F1_202_d,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_203_g,AZ_F1_203_h,AZ_F1_206_a,AZ_F1_207_c,AZ_F1_3_b,AZ_F1_3_f,AZ_F1_3_g,AZ_F1_7_b,AZ_F1_7_c,AZ_F1_7_d
LOC121822881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC121822970,0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0.4,0,0
LOC121822877,1,1,1,1,3,0,1,3,1,2,1,2,2,2,2,0,1,0
LOC121822878,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
LOC102911297,7,3,5,9,6,8,11,7,8,10,12,15.5,6,8,9,9.2,5.5,10
LOC102927524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102911596,12,19,13,19.5,21.5,16.2,11.2,24.4,17.5,21,11,17.5,13.7,19,11,12.73,16.5,22
LOC102911928,0,0,1,3,1,0,2,2,2,0,0,0,0,0,1,2,2,0
LOC102912256,0,0,2,1,0,0,0,2,1,1,0,1,0,0,1,0,0,0
LOC102929029,2,3,4,0,0,0,3,2,0,4,1,2,2,1,1,0,1,1
LOC102928721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121820864,0,3,1,0,1,0,1,0,1,1,1,1,0,0,0,2,0,0
LOC102912575,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
LOC102928132,1,3.2,4,2,0.53,1,2,5,1,5,0,0,0,0,0,1.2,0,0
LOC102903211,0,3.33,2,1,2.33,2,0,1,1.33,2.33,1,0.2,0,0.2,2.33,1.33,2.33,2
LOC121830925,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
LOC102903515,4,5,3,8,6,2,4,6,11,2,6,3,2,8,2,3,2,3
LOC121822879,3,3,2,2,4,2,2,7,1,1,2,2,3,1,4,4,1,6
LOC102913818,1,0,1,0,1,0,0,4,0,1,1,0,0,2,0,2,0,0
LOC107401566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102903815,1,2,6,3,3,7,2,4,6,5,0,6,1,6,4,2,6,0
LOC102904131,2,1,2,5,2,4,2,3,6,1,2,2,1,6,2,7,2,2
LOC107401564,0,0.5,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0.5,0
LOC121822689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sema5a,5,12,4,5,19,10,5,5,4,9,9,8,6,7,5,10,14,11
LOC121822692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107401569,2,1,3,3,4,1,3,2,3,3,0,1,2,2,3,1,1,2
LOC121823027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102910952,0,0,0.53,0,0,0,0,0.2,0,0.5,0,0,0,0,0.25,0,0.25,0
LOC121822971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atpsckmt,19,11,18,36,40,29,13,31,22,21,28,22,21,30,25,31,19,23
LOC121822695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822696,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
LOC121826788,3,2,4,6,3,4,4,3,5,4,1,0,2,3,3,6,5,4
LOC102928578,60,40,50,45,60,63,59,45,66,60,47,39,49,47,40,60,45,68
LOC102914589,18,22,28,30,27,20,26,24,23,21,21,8,17,14,14,26,18,26
Cmbl,87,88,101,176,111,155,107,108,116,82,107,97,83,137,124,81,134,108
Marchf6,151,176,170,165,188,217,183,247,182,170,190,182,160,132,145,215,174,235
LOC102909502,253.43,168.58,186.18,209.9,257.42,213.83,162.67,186.25,215.12,250.6,212.98,149.55,182.5,241.07,162.12,221.2,219.53,221.57
Ropn1l,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
LOC121822697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd33b,3,3,7,4,7,1,10,11,4,11,3,4,4,7,5,3,4,5
LOC102907651,23,31,15,50,56,29,25,37,33,31.5,27,18,14,35,31,22,33,31
LOC121822871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctnnd2,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5
LOC121822816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnah5,1,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
LOC121822700,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trio,30,57,55,63,64,54,62,75,58,78,69,54,35,50,32,46,30,46
Otulinl,1,2,3,3,3,2,1,2,5,5,0,5,5,6,5,3,4,2
Otulin,19,14,22,16,24,17,12,15,20,13,12,7,18,25,15,10,7,14
LOC121822703,2,8,3,1,4,2,5.2,4,3.2,4.2,0,2,0,3,1,3,3,3
Ankh,2,1,2,2,1,6,4,3,2,5,2,2,1,1,2,1,2,5
LOC121822702,2,2,0,1,1,2,3,0,3,2,5,1,0,5,0,1,3,6
Fbxl7,3,4,0,3,4,2,3,2,2,8,2,1,4,1,3,3,1,2
LOC121824913,0,0.33,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marchf11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107402330,3.95,2.73,6,3.45,4.38,1.9,3.38,3.87,3.6,3.37,2.07,1.35,2.18,4.72,3.05,3.25,5.47,3.18
LOC121822950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Znf622,15,24,18,26,32,25,19,26,27,26,28,13,12,16,19,27,17,22
LOC121822704,2.25,5,6,0,3.5,1,2,5,3,13.75,1,3,1,2.5,2,2,0,7.5
LOC121823000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retreg1,224,185.7,198.5,129.5,281.83,199,248.83,253.33,229.33,606,169.33,146.33,434.83,216.67,240.83,302.2,233.83,314.83
LOC121822705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myo10,47,83,67,63,81,54,35,89,63,102,90,68,56,62,72,51,55,122
LOC121822709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822706,0,0,0,0.5,0,0.2,0.2,1,0,0,0.2,0.5,0,0.5,0,0,0,1
LOC121822895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822894,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
LOC121822710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107401787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102926230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC102916228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102918744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822910,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
LOC121822908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh6,1,0,0,3,0,0,0,0,3,1,1,1,3,1,0,3,2,2
LOC121822777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drosha,19,28,26,29,26,30,22,39,24,32,36,27,18,22,17,26,20,30
LOC121822713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C15H5orf22,0,1,2,0,0,0,2,0,0,1,0,2,2,0,1,2,1,3
LOC121822715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdzd2,31,48.5,20,44,34,33.5,21,36.5,30.5,40.5,29,26.5,21,25.5,22.5,46,36.5,42
Golph3,31,27,38,41,35,29,34,39,37,49,33,34,47,37,31,43,32,51
Mtmr12,4,3,6,4,8,8,6,4,3,10,6,8,5,5,8,9,8,7
Zfr,138,128,152,144,138,138,152,141,155,183,126,121,120,115,110,164,131,159
LOC121822716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,129.5,98.5,199.5,210.5,153.5,190.5,160.5,121,193.75,151,111,120,131,197.5,114,170,114,105.5
Npr3,3.5,2.5,4.5,4.5,2.5,5,2,2.5,3.5,11,4,2.5,1.5,2.5,5,1,1.5,2.5
LOC121822717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts12,2,1,2,8,2,1,4,1,1,2,3,3,0,2,2,0,0,0
LOC121822718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc45a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amacr,12,13,16,13,10,18,10,10,19,6,15,9,10,13,13,9,13,15
C1qtnf3,1,0,1,3,2,2,1,1,0,2,0,1,0,1,1,0,1,0
LOC121822719,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Tars1,7.5,6.5,9.5,18,10.5,8.5,12.5,15.5,15,15.5,13.5,8.5,7,14.5,12,16,17,15
LOC121822721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rad1,5,4,12,15,10,10,15,7,12,7,6,5,3,11,10,16,9,4
Ttc23l,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rai14,2,1,1,2,3,6,1,3,4,3,7,4,2,4,2,4,4,4
Dnajc21,316,272,240.25,365,312,415,305,396,362,343,356,312,359,332,272,395,301,369
LOC102916878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prlr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC121822722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107402990,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spef2,0,0,1,0,0,2,0,0,0,1,0,1,1,0,1,2,0,0
LOC121822724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il7r,2,0,2,0,1,2,0,1,0,11,2,1,0,1,0,3,0,3
Capsl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102908340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102914683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102906269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmbrd2,65,88,77,110,75,85,86.5,86,120,83,78.5,89.5,54,65,73.5,97,59,68
Skp2,0,3.08,2,1,1,0.25,0.25,2.25,0.25,2.5,4,0,0,1,2,1.5,0,1.25
Nadk2,29.5,23.5,23,25.5,33.5,20,20,36,28,41,29.5,19,36,25.5,26.5,31,23.5,37
LOC121822728,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ranbp3l,3,4,4,3,1,1,0,2,4,1,2,4,3,0.5,4,5,2,3
Slc1a3,2.5,3.5,2.5,3,3,1.5,3,3,2,2.5,2,3,3,3,2,1,2,1
LOC121822729,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
LOC121822730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC102905733,0,0.2,0.4,0.4,0,0.2,0.2,0,0.2,0.8,0,0.2,0.2,0.2,0.4,0.2,0.2,0.2
LOC107403055,0,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2,0
Nipbl,51.5,86.5,80,77,90,74,100.5,99.5,87.5,124,87,81.5,55.5,47,59.5,100.5,64,85.5
Cplane1,6,11,3,3,1,3,5,7,3,7,11,8.5,3,6,3,3,2,6.33
LOC121822732,12,3,10,5,6,11.5,7,10.5,5,11.5,5,8,8,8,14,11.5,7,3
LOC102906046,0,0.5,0,1,0,0,1,1,0.5,0,0,0,0,0.5,1,0,0,0
Wdr70,14,14,20,13,17,20,15,18,27,12,18,22,17,12,17,21,15,15
Gdnf,0,1,0,2,1,1,1,0,1,1,1,1,1,0,2,2,0,0
Egflam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lifr,67,107,113,95,97,111,111,123,125,137,94,78,91,66,80,135,101,124
LOC107401238,0,8,3,1,0,0,3,5,1,3,4,0,0,3,0,1,2,4
LOC121822735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102912343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osmr,8,9,7,4,14,4,5,8,9,10,6,13,13,9,10,9,5,9
Rictor,12,19,23,16,27,25,27,31,23,43,29,25,19,15,16,33,20,29
Fyb1,1,4,4,7.5,4.5,2,3.5,5,5,5,2,2,0,1,1.5,1,1,3
C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102926015,182.57,150.07,227.5,249.13,230.33,240.65,196.13,166.4,228.77,189.17,173.67,130.25,216.07,254.1,191.17,233.33,216.65,207.53
LOC121822914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptger4,3,7,5,8,9,9,4,5,8,13,13,5,11,14,6,10,14,3
Ttc33,77,76,81,80,93,78,74,92,96,89,86,63,76,72,71,116,65,97
Prkaa1,30,27,45,35.5,49.5,37,26,41.2,42,30,36.83,31,33,35,33,43,36,27.5
LOC121822737,0.2,0.6,0,0.4,0.2,0.4,0,0,0,0.2,0.6,0.4,0,0,0.6,0.4,0.2,0
Card6,3,7,2,5,4,7,4,2,3,4,3,4,4,2,6,7,4,3
C7,9,27,19,10,24,25,9.33,22,22,18,26,18,43.33,19,19,35,23,24
Mroh2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6,0,0,1,2,1,0,1,1,6,1,2,1,6,1,4,2,1,1
Plcxd3,0,1,0,0,2,0,1,1,2,3,2,1,3,2,1,3,2,0
Oxct1,518.5,382,238,159.5,381,156,187.67,322.5,256,754,375.5,283.5,291.5,341.5,380.5,256,390.5,347
LOC121822740,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
C15H5orf51,6,14,13,11,11,13,4,12,15,21,7,13,16,13,13,17,17,21
Fbxo4,1,2,4,3,2,0,3,1,3,2,3,1,2,4,2,0,3,5
LOC121822741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghr,231,246,232,314,292,338,266,357,345,251,322,250,293,245,234,332,237,305
LOC121822915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc152,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Selenop,115,157,264,346,249,190,156,130,250,283,138,200,176,226,193,172,154,186
LOC121826136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Znf131,26,33.5,36.5,37.5,34.83,51.75,38.25,40,40.33,36,39.67,28.25,34.83,33.5,23.5,30.17,26.5,49.5
LOC121822742,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1
Nim1k,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Hmgcs1,9,15,5,16,10,16,14,15,8,13,9,8,11,5,10,9,6,14
LOC107402789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C15H5orf34,0,1,1,0,0,0,5,1,0,2,1,2,1,1,1,0,0,0
LOC102912604,2,1,3,1,4,5,1,1,1,0,0,1,3,3,3.33,2,3,0
Paip1,67.33,57.17,60.33,84.5,67.33,72.83,42.33,79,70.33,71.5,68.83,64.5,64.83,87.33,58,74.33,63.33,56.83
Nnt,48,37,36,22,41,18,27,32,46,77,28,21,30,29,34,27,35,31
LOC121823013,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Fgf10,0,0,1,1,1,0,1,2,1,2,0,1,1,1,3,0,0,0.2
LOC121822917,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
LOC121822876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps30,8,15,10,8,12,7,5,10,17,8,3,6,9,10,11,11,12,7
LOC121822736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcn1,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,2
LOC121822714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emb,1,2,5,6,6,3,1,3,3,9,1,3,4,8,4,2,4,14
LOC121826363,0,2,1,1,3,0,0,1,2,2,0,3,2,3,0,1,2,2
LOC121822918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parp8,3,17,15,12,11,8,10,13,8,17,15,5,8,7.5,8,8,14,7
LOC121822745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822920,1,0.83,3.67,1.5,2.5,0.83,0.83,0.5,2.83,3.33,2.03,0.67,3.03,2.83,2.17,1.83,0.83,2.17
Isl1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1
LOC121822963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822746,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
Cnn3,16,12,9,17,16,16,14,11,18,19,20,16,13,16,16,14,14,14
Itga1,15,29,17,23,35,13.5,23,23,39,32,20,30.5,30.5,19,24,35,26.5,33
LOC107401487,1,2.2,1.2,0,1,0,2,0,4,0,2,1,1,0,1,0,0,2
Pelo,10,5,8,6,12,5,6,10,12,5,9,11,9,7,12,6,2,11
Itga2,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Mocs2,55,37,57,71,57,60,59,40,66,57,65,58,42,71,50,59,42,53
Ndufs4,347,313,283,385,382,309,264,275,316,346,272,282,278,384,289,306,284,304
LOC121822749,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Arl15,9,10,7,11.5,18.5,11,4,12,15,11,7,10,12.5,10,6,22,6,9
LOC121822751,0,0,0,0,0,0,3,1,0,3,2,1,0,0,0,0,0,1
Hspb3,27,37,50,44,30,45,20,35,20,26,40,36,32,47,32,66,64,22
LOC102922391,0,1,1,0,0,1,0,0,0,3,0,3,0,1,0,0,1,1
Snx18,16.67,25.5,21.17,27.83,30.17,24.33,20,20.33,24.67,26.5,31.17,22,17.33,24.33,25.5,29.83,22,20.83
LOC121822754,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0
Esm1,0,2,0,2,2,0,0,1,3,0,6,2,2,1,6,1,0,1
Gzmk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102921766,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
Gpx8,8,2,9,13,8,13,4,5,8,9,5,8,4,1,4,4,6,6
LOC121822755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcidas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ccno,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Dhx29,32,24,28,25,36,35,30,43,36,42,39,33,24,36,20,31,27,34
Mtrex,6,2,2,4,5,4,6,5,5,4,3,4,4,3,1,5,5,9
LOC121822978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826469,0,2,1,0,1,1,2,0,1,0,1,1,0,2,0,1,1,1
LOC121826554,17,11,21,17,14,23,18,26,24,18,21,13,19,13,10,18,14,15
LOC121826482,42,41,66,62,84,78,52,49,55,84,50,64,61,59,46,54,56,63
Plpp1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
LOC121822756,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0,0
LOC121822870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ddx4,0,1,2,1,1,0,2,3,1.5,1,4,5,1,2,1,2,0,1.33
Il31ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il6st,50,63,54,79,93,77,64,78,88,106,97,75,81,80,70,88,69,76
Ankrd55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map3k1,11,11,12,11,13,5,9,10,9,18,18,11,4,6,6,10,7,13
Setd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mier3,15,11,12,17,23,28,20,21,17,27,25,21,13,8,14,18,17,16
LOC121822760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpbp1,83,76,86,103,93,114,79,83,114,88,107,91,94,96,80,104,90,96
LOC102922893,29,24.55,23.5,30.75,30.4,26.45,22.15,30.55,25.95,25.5,29.5,30.7,24.05,38.6,27.75,36.4,25.35,29.55
Actbl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plk2,1,4.5,6,3,9,1,3.5,5.5,5,6.5,7,6,3.5,9,11,3,4,11
LOC121822927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapt,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Rab3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121828378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pde4d,327.5,332,353,246,487,462,508.5,575,538,560.5,442,314,451,387,322,449,341,446
LOC121822762,1,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2
Depdc1b,0,0,0,2,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0
Elovl7,1,2,2,3,4,2,2,2,3,6,4,3,3,3,6,1,5,4
LOC121822766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ercc8,8,14,20,15,23,22,11,15,15,20,19,17,8,26,21,18,19,22
Ndufaf2,32.5,27.5,39,44,51.5,45.5,31,29.5,47,42.5,28,33.5,38,40.5,45,32,30,48.5
Smim15,9,10,11,12,11,21,16,11.5,17,8,16,14,14,23,16,9,19,11
LOC121822928,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,1,0,0.5,0.5,0.5
Zswim6,3,1.5,3.5,2,0.5,3.5,2.5,5,3,6,4.5,1.5,2,1.5,1.5,1.5,2,6
LOC121822767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kif2a,19,16,28,23,16,20,25,28,19,23.5,26,23,20,11,15,20,18,19
LOC121823021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822770,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Dimt1,9,14,17,16,24,25,15,19,13,15,14,11,11,16,10,10,13,14
Ipo11,22,14,24.5,20,32,29,27.5,18,23.5,14.5,13,31,13,22,18,21.5,16.5,16.5
LOC121823009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
