,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Esr1,4.948402883,5.349954065,4.658024557,4.935589833,4.601298779,4.452816549,4.989660443,4.681701026,4.8335115,4.045594184,6.283031901,4.72241615,5.481685546,5.557334942,5.34448174,5.703578958,6.318130713,4.934074901,4.983983051,4.9952172,5.132956711,3.697267791,3.804193017,4.225980678
Esrra,5.845485533,5.202936167,5.255302202,4.410368718,5.472810719,4.623993467,4.933359729,5.506036074,5.573332112,5.296522642,4.740683721,5.059358506,5.043981545,3.853482834,4.804744872,5.021920893,4.4673277,4.157942973,5.859571207,4.781261694,4.367658392,5.924496276,5.353020708,5.0067929
Esrrg,4.495423045,2.973840064,4.349876404,4.871287204,4.176116894,4.034016768,3.305043505,4.483351203,3.429537117,5.200448323,5.139887991,4.126792675,3.836036295,2.815142336,4.371781404,5.827450595,4.4673277,3.673931352,4.922475423,4.334248956,2.632031823,4.781815806,4.178565768,4.590260786
Esyt1,3.831444306,4.201110978,3.95751696,3.993511853,4.176116894,3.907115347,4.749937417,4.334139738,3.89411593,3.668541594,5.080562532,4.924463437,4.823402951,4.349679511,4.895348127,4.979819072,5.347794317,5.302841901,3.717496546,4.107762856,4.367658392,4.411320956,4.603851987,4.419587897
Esyt2,5.09608345,4.716779541,5.721407125,5.698984205,5.000818766,5.503005873,5.929678811,5.607071465,6.253007485,5.865221434,6.173729549,5.785842865,5.817044551,6.08442733,5.608283039,5.623806554,6.020310874,5.557839351,5.923759905,5.864677402,6.259629872,6.1937162,6.104508575,5.467446234
Etf1,7.0149673,6.800580548,6.902724126,6.614302013,7.162701565,6.641483499,7.237817772,7.134415129,7.260774547,6.589042751,6.979196629,6.995455949,7.04859079,7.165009575,6.855610045,6.965783839,7.088135812,6.924992878,6.580576254,6.868916524,6.683707263,6.924594068,7.060443598,6.791326924
Etfa,8.375301906,7.640241383,7.655805694,8.011553443,8.096228962,8.00998204,8.729744795,9.208465883,8.835892608,9.030431982,8.840949644,8.645428802,8.521294371,8.4001747,9.11427435,9.113508009,8.718199873,8.894071234,9.605952416,9.377019724,9.38558026,9.492062709,9.259879533,9.463647873
Etfb,8.368054174,7.864721467,7.48385129,8.190203082,8.403926258,8.00998204,8.077380135,8.380914786,8.401915234,8.121928525,8.338117327,7.887116941,8.09737259,7.74626682,8.380224717,8.486276505,8.151886818,8.318785413,8.745595624,8.566719196,8.643238193,8.674517885,8.43507234,8.502723392
Etfbkmt,4.783862892,3.978109646,3.179783313,3.993511853,3.134810635,3.245605433,5.332114144,4.800240712,4.8335115,5.471375667,5.080562532,4.876542017,5.564225397,5.168485032,5.573032027,4.840901781,5.224005959,6.075901429,5.487207574,5.37220917,4.976269969,5.03124382,5.340180666,5.484867312
Etfdh,8.123150364,7.24245056,7.332715861,7.719043443,7.497608017,7.74829949,8.070870591,7.977489785,7.939344483,7.750044582,7.964325368,7.87497339,7.961846814,7.359993177,8.094944839,8.241003353,8.099031774,7.576193792,8.771990414,8.311209574,8.713182826,8.86004544,8.473376123,8.442699212
Etfrf1,6.974115877,6.586529772,6.752083868,6.77230439,7.180835149,6.937766168,7.237817772,7.329378833,6.970259299,6.84877229,6.962861914,6.612252846,6.813854811,7.007602124,7.159697359,7.05972261,6.835482712,6.75701922,7.000785679,6.886890689,6.8396754,6.631636161,6.626648827,6.964310384
Ethe1,6.769294777,6.279182368,6.615876966,6.114579804,7.196155309,6.242147174,5.870938682,6.352406786,6.59596386,5.896219,6.024316018,6.474175983,5.986261331,4.349679511,5.634824947,5.827450595,5.617502233,6.075901429,6.400559003,6.159017828,5.826724606,6.311565419,6.060454021,5.593248468
Etnk1,5.518906309,6.040239788,5.965144086,5.998963082,5.22649185,5.185196424,5.986120578,6.15519433,6.316131421,6.135839369,6.145059186,6.200178409,5.959401207,6.289849923,5.736363417,5.850997926,6.23148967,6.034508785,5.792393089,5.864677402,6.039689667,5.65400407,5.707444028,6.009031922
Ets1,4.783862892,4.854515314,5.127540008,5.220059458,4.929279442,4.623993467,4.613268578,4.483351203,4.8335115,5.043159178,5.196869963,5.182712068,5.590721621,4.545673745,4.708068048,4.891739941,5.245389091,7.5173139,4.790986096,5.293542885,5.056739454,5.203751949,4.115375381,4.687510686
Ets2,6.477610753,6.644660322,6.038025128,6.584530005,6.774348969,6.415351913,5.457180207,5.65505396,5.250334047,5.663794331,5.452232064,6.312495151,5.404129634,6.115625698,5.853994388,5.827450595,5.935148853,6.614475521,5.609338978,5.827933799,4.800468942,5.03124382,5.389089122,6.0680151
Etv5,4.754814548,4.886988397,4.911798666,4.696749646,4.456139143,5.041531545,3.882409289,3.508283507,2.740076324,3.805470524,3.276495212,3.094328759,4.56290408,4.401230266,4.094244105,4.09352601,4.201646476,4.051300032,4.485468926,4.781261694,4.235609909,4.411320956,3.441651392,4.813507463
Evi5,5.410198209,5.150401189,5.630063417,5.270792834,5.36848888,5.628990298,5.043846313,5.900388524,4.96537717,6.174283445,6.173729549,5.467854162,5.590721621,5.557334942,5.496945018,5.480191275,5.79716724,5.596278199,6.263414307,6.217004818,6.153846978,6.214038454,5.86940868,6.46907358
Evi5l,5.570335372,5.039218534,4.911798666,5.367201967,5.000818766,4.915319117,3.882409289,4.74218801,4.762764897,4.251396128,4.186875727,4.422124133,4.331118661,3.522064715,4.492798065,4.346400422,5.172843846,4.67145383,4.485468926,4.334248956,4.090246198,4.545671673,4.830614526,4.742861911
Evl,3.208473046,4.300890143,3.798798692,4.498152386,3.747441627,3.767965456,4.462284998,3.763054927,3.429537117,3.156674147,3.80233416,4.042440962,3.836036295,2.815142336,3.158357106,3.03463318,3.781300727,6.633082932,2.976575554,3.508380306,2.135319246,3.697267791,2.956275781,2.726627405
Ewsr1,5.50575739,5.469280195,6.269935832,6.182401196,5.165533951,6.072734598,5.590582758,5.696303366,5.420853574,6.118331034,6.498483739,5.807217203,5.561370197,5.76835694,5.44299452,5.109263542,5.377795808,6.700798335,5.569766264,6.108746682,6.828258565,5.513498717,5.430175382,6.058447483
Exd2,5.024131995,4.716779541,4.987354346,4.871287204,5.196334832,5.100725013,5.416684325,5.434520934,3.755241616,4.251396128,4.490191965,5.561755311,4.632569424,5.414113968,4.433558258,5.179021811,5.47392358,5.705807115,4.720455994,4.927364131,4.891045601,5.03124382,5.239067316,4.742861911
Exoc1,4.693974871,4.854515314,5.372664761,4.997148293,5.000818766,5.412456836,3.758262607,3.875341429,3.00818356,3.517240473,3.473845058,3.755021493,3.42935998,3.091070453,2.831183116,2.661175272,3.5715735,4.051300032,4.204615229,4.435418855,4.367658392,4.007785157,4.33467709,3.875955929
Exoc2,5.465575921,5.718056447,5.888384489,6.27229424,5.787974168,5.886141854,4.293633377,4.410673645,5.397693262,4.431471934,4.815367332,4.126792675,5.279369826,5.414113968,5.061086514,4.697597062,5.135155756,4.741725074,3.981518109,5.122040199,4.976269969,4.608429072,4.663970644,4.742861911
Exoc3,4.868477349,4.564492538,5.255302202,4.935589833,4.176116894,4.979805084,5.096070484,5.952519554,5.653733701,5.956284923,5.49829648,5.467854162,5.659087595,5.363029738,5.407413337,5.963292963,5.617502233,5.991893367,5.792393089,5.397506087,5.731879612,5.712312054,5.817414916,6.205713852
Exoc4,4.739618835,3.91652373,4.634715415,4.267785328,3.904915307,4.122365735,5.870938682,5.23849314,5.086192952,5.200448323,3.942216125,5.75966283,5.724359913,5.687613118,4.938601647,5.320682925,5.412236884,4.437426095,4.922475423,5.266337807,4.545509571,5.053969573,4.406823512,4.70619805
Exoc6,6.581530546,5.681497844,6.140876407,5.968550844,6.17575276,6.268200616,6.434479217,6.188181795,6.352721211,5.865221434,5.018692524,6.303462267,5.932031498,6.205366195,6.362747988,6.75728941,6.23148967,5.871685468,6.64863218,6.612256077,6.670981214,6.719550332,7.043569903,6.65369331
Exoc6b,4.783862892,4.854515314,4.460069208,4.316895624,4.774589452,4.358955472,4.813704698,4.552542462,4.609927818,3.805470524,4.069726052,4.487391368,4.054830464,4.718198281,4.757216113,3.969926702,4.839544029,4.350145515,4.858228257,3.838977715,4.235609909,4.984689323,4.475533212,4.118473069
Exoc7,4.948402883,5.095880646,4.349876404,5.367201967,4.176116894,4.847815321,5.457180207,4.909775724,4.68836933,5.386596534,4.395998511,4.970844111,5.555284069,4.718198281,4.757216113,4.346400422,4.839544029,5.348595566,4.790986096,5.346460756,4.600233637,5.203751949,5.278060465,4.945197493
Exoc8,2.922143251,3.561650356,2.895924567,3.576044958,3.134810635,3.767965456,5.146470047,4.552542462,3.89411593,4.665378488,3.647418746,4.422124133,3.712790546,3.994421857,3.84426226,4.05349137,3.964373405,4.519726227,4.485468926,4.618678735,5.132956711,5.203751949,5.071615104,4.880854549
Exosc10,5.570335372,5.202936167,5.532543039,5.583320906,5.134061113,5.157585204,4.749937417,4.681701026,4.609927818,4.513727194,4.578610645,4.126792675,4.56290408,4.718198281,4.850757634,4.979819072,4.930360809,4.808731913,5.25742611,4.334248956,5.521147597,4.781815806,5.316027384,5.422950345
Exosc3,5.230040702,5.771213916,5.965144086,5.66145074,5.904475854,5.458441639,5.332114144,5.217341867,5.531386098,4.802594113,4.88637436,5.401676334,5.043981545,4.349679511,4.804744872,4.473205151,4.791897767,5.435967182,4.790986096,4.702259267,5.402988203,4.984689323,4.830614526,5.065865839
Exosc4,4.783862892,5.039218534,4.747668312,4.733387332,5.421592538,4.258560266,5.195168206,4.961574651,4.68836933,5.043159178,4.661921909,4.206483745,4.699025137,4.349679511,4.895348127,4.797931756,4.791897767,4.350145515,4.858228257,3.979620845,4.367658392,4.33914254,4.663970644,4.419587897
Exosc5,3.990930447,4.300890143,3.620435528,5.056187249,4.294723065,4.358955472,4.933359729,4.410673645,4.96537717,4.152161782,4.740683721,4.126792675,3.578024412,3.091070453,2.407359846,2.661175272,2.855675923,3.161478389,3.855538603,4.435418855,3.928577685,4.411320956,4.72168399,3.584266797
Exosc7,4.598111994,5.253625137,5.372664761,5.622914653,5.827862563,5.817225489,5.043846313,4.961574651,5.027049378,4.986673129,4.295222925,4.353763736,4.054830464,4.451002368,4.804744872,4.697597062,4.405352173,5.206736978,5.154181675,5.585341241,5.402988203,4.984689323,4.663970644,5.422950345
Exosc8,5.230040702,3.978109646,5.059149225,4.580899665,5.068977619,4.702522777,3.996714223,4.076672438,3.601561341,3.517240473,3.942216125,2.712874524,4.15292432,3.322602624,4.371781404,3.576782079,3.454044779,4.597583751,3.981518109,4.225445805,3.746479132,4.007785157,4.003488975,4.118473069
Ext1,4.064514952,4.09391477,3.620435528,3.404903722,3.661751757,3.346875153,4.462284998,4.483351203,4.345223994,4.927885035,3.647418746,4.282002341,4.762553989,4.797293935,4.492798065,4.891739941,4.405352173,5.103770221,4.568124372,5.06002183,4.600233637,4.608429072,4.830614526,4.813507463
Ext2,4.868477349,5.525229023,4.658024557,5.167476778,5.134061113,5.546234686,4.613268578,4.410673645,4.609927818,5.200448323,5.251686577,5.015780036,5.142791048,4.634513394,4.804744872,5.102608715,4.973711621,4.67145383,4.858228257,4.781261694,5.463277246,4.984689323,4.541118774,5.329617021
Extl3,4.630456142,4.21856773,4.441920285,4.554114283,4.48935091,4.526335618,4.749937417,5.23849314,4.96537717,5.249285077,5.99248243,5.649916389,5.363730031,4.797293935,6.176568963,5.827450595,5.79716724,5.392942691,5.154181675,5.293542885,5.132956711,5.282840711,5.198990914,5.280583863
Eya1,5.410198209,5.039218534,4.230565883,4.216944192,4.294723065,4.452816549,5.146470047,5.23849314,4.526974853,4.431471934,5.355441186,4.422124133,4.937903776,5.13842084,5.173981302,5.215762348,4.526750171,4.257242644,5.154181675,4.781261694,4.800468942,4.781815806,4.603851987,4.880854549
Eya3,4.693974871,4.09391477,5.059149225,4.935589833,4.294723065,4.915319117,4.380422216,4.74218801,3.89411593,4.045594184,4.490191965,4.042440962,4.054830464,4.634513394,4.094244105,4.346400422,4.583821633,4.67145383,4.304432686,4.702259267,4.367658392,4.835270768,4.663970644,4.668578083
Ezh1,6.179428483,6.011072607,5.927274733,5.873267313,5.866677711,6.18858485,5.375018829,5.23849314,5.614092933,5.386596534,5.66911918,4.609684367,4.823402951,5.197935486,5.099708065,4.936451576,4.4673277,5.670213471,5.306403629,5.181502053,5.274281034,5.529803451,5.588393646,5.708955251
F2r,6.076470192,6.350777487,6.752083868,6.604446118,6.430154409,6.415351913,4.293633377,4.74218801,3.89411593,5.734108179,5.080562532,5.259452523,5.518954082,5.899620435,4.895348127,5.690586122,5.39639409,4.105606649,5.099649705,5.06002183,4.703822401,4.726303758,4.541118774,5.177215762
F3,1.371671746,1.371671746,1.371671746,1.971498597,1.371671746,2.418597498,3.622418372,3.641285815,4.137230398,5.097516697,2.775909185,3.64490757,2.739933493,5.107716786,3.889050872,4.723342466,2.945513662,3.810984734,3.855538603,3.838977715,3.538029874,3.576893918,4.003488975,3.218260367
Fabp3,8.865924427,7.591812761,7.949865397,8.004075988,8.437638729,8.018986361,9.140511403,9.648506062,9.794605435,9.706698716,10.14446892,9.878285656,9.705906002,8.903151097,10.0357106,10.26167741,10.09309019,9.717806398,10.70407349,10.0957275,10.66217159,10.96083602,10.60331597,10.77273635
Fabp4,8.887222779,8.292007555,8.531333215,8.923368848,9.759744982,8.881374038,8.937226688,8.820291894,9.787940642,9.947692021,9.544785699,10.3490343,9.857259938,10.05823773,9.53469143,9.825165818,9.623076539,10.93672733,10.324748,10.70320325,10.47718421,9.242896373,9.459659247,9.598546641
Fabp5,5.322929791,5.440251707,5.315176576,5.823156791,5.808056218,5.157585204,5.287894293,5.195875877,5.766511877,6.318567382,6.145059186,5.785842865,5.817044551,4.240699416,5.407413337,5.827450595,5.617502233,7.537208732,5.25742611,5.346460756,5.630357848,5.24383822,5.389089122,5.065865839
Faf1,6.875337115,6.856255989,6.696885055,6.754589288,6.965281813,6.88822725,7.666942461,7.565290212,7.435829692,7.259668031,7.386817659,7.242305801,7.061278036,7.265792933,7.065281604,7.231028831,7.25116032,7.075432993,6.619857546,6.716443032,6.645187311,6.899717698,7.082639185,7.104738612
Faf2,4.868477349,4.09391477,5.255302202,5.270792834,4.601298779,5.264994318,4.201287462,3.979516106,3.89411593,3.668541594,4.295222925,4.353763736,4.15292432,4.943555875,4.804744872,4.05349137,4.201646476,4.157942973,2.711559375,3.838977715,4.488627598,3.808366941,3.572884791,4.002304404
Fahd1,5.465575921,4.854515314,4.747668312,4.966697368,5.284978186,5.185196424,6.23930541,6.209761718,5.086192952,6.248228392,5.251686577,5.367413106,5.755921042,5.807095111,5.9416474,5.510080841,5.722889797,5.206736978,6.307388092,6.159017828,6.745706217,6.569901934,6.67127139,6.46907358
Fahd2a,5.619994026,5.855675997,5.315176576,5.622914653,5.472810719,5.886141854,5.416684325,4.74218801,5.250334047,4.986673129,5.892536858,6.537180138,5.659087595,5.310070062,5.099708065,5.729218775,5.589906926,4.350145515,5.923759905,5.969606316,5.576785861,5.822301525,5.735732555,5.850074003
Fam102b,4.948402883,5.253625137,4.832066298,4.803984284,5.196334832,4.452816549,4.462284998,4.961574651,5.086192952,5.342262438,5.49829648,5.059358506,5.142791048,5.414113968,5.34448174,5.179021811,5.209572408,5.348595566,4.397788606,4.435418855,4.976269969,4.353870004,4.475533212,4.225980678
Fam104a,4.305741425,4.642644483,4.460069208,4.410368718,5.090781396,3.907115347,5.745756737,5.639236451,5.614092933,5.663794331,5.304496398,4.667151082,5.44342868,5.414113968,5.437878777,5.38661718,5.347794317,5.103770221,5.399636128,5.446806885,4.488627598,5.24383822,5.198990914,5.422950345
Fam110b,5.759470465,6.011072607,4.562439459,5.056187249,5.256031374,5.041531545,4.380422216,4.74218801,4.020788144,5.589877169,4.490191965,5.059358506,4.244770951,4.451002368,4.549701013,5.062828825,5.561773476,2.359410399,3.394086447,3.30951081,3.538029874,3.140443403,4.33467709,3.584266797
Fam114a2,5.465575921,5.440251707,5.192834938,5.583320906,5.522272735,5.041531545,4.613268578,5.470721589,5.573332112,5.043159178,5.66911918,5.221592487,5.724359913,4.943555875,5.46771416,6.047231769,5.380375387,5.670213471,4.646299803,5.446806885,4.600233637,5.076342888,5.763477048,5.229825396
Fam117b,3.65211058,4.300890143,3.620435528,4.410368718,4.404314839,5.668653472,4.102623853,5.320127258,5.443647949,5.699379581,6.173729549,4.549833282,4.15292432,5.310070062,5.311955655,6.145721619,4.691607738,6.413874419,5.859571207,5.346460756,5.871906941,5.65400407,4.541118774,5.0067929
Fam118b,4.948402883,4.642644483,4.832066298,3.993511853,4.506166196,4.702522777,2.89756293,3.282516018,3.826349139,3.594873569,3.473845058,2.916172338,4.632569424,4.451002368,4.371781404,4.748636477,3.454044779,4.519726227,4.151991239,4.225445805,4.303144407,4.098027721,3.749749063,4.419587897
Fam120a,8.242889916,8.168660131,7.976346395,7.973772478,7.672100216,8.110610483,8.024462348,7.789648569,7.637122666,7.856326968,8.191607278,7.957906938,7.129131017,7.007602124,7.315481984,7.489165401,7.545013378,7.859068789,7.423395127,7.102207575,7.558946501,7.389646648,7.545068396,7.270862346
Fam120b,4.783862892,4.854515314,5.315176576,5.112904857,4.601298779,5.157585204,4.68322075,5.279887525,4.900950414,4.866599258,4.815367332,4.826973959,5.094232058,5.645480809,5.1373226,4.845598174,4.583821633,4.992885909,3.717496546,3.838977715,4.600233637,4.26316196,4.178565768,4.590260786
Fam120c,4.495423045,4.564492538,4.460069208,4.316895624,5.000818766,4.847815321,4.749937417,4.167696694,4.762764897,4.513727194,5.452232064,4.609684367,5.322166451,4.943555875,4.980596039,4.797931756,4.340594321,4.597583751,4.858228257,5.06002183,5.630357848,4.984689323,4.33467709,5.229825396
Fam131b,6.530506137,6.279182368,6.773585313,6.890569271,6.350236661,6.161039026,7.065170596,6.935072593,6.40010733,6.569945057,6.825065521,6.266754319,5.384071241,6.176068584,5.78457271,5.480191275,5.26296941,5.255589543,6.629512999,6.904643672,7.319025877,6.348802136,7.032210124,6.46907358
Fam133b,5.230040702,5.202936167,5.807310202,5.771242905,5.421592538,5.100725013,5.986120578,6.455360004,6.117816022,6.223998762,5.821840029,5.979757987,5.972893778,6.493583243,6.247081397,5.908237757,5.809183351,6.155285714,5.529077394,5.751514072,5.780081376,5.948952607,6.147257632,6.038824924
Fam135a,5.230040702,5.349954065,5.582127069,5.056187249,5.000818766,5.546234686,5.457180207,5.913598942,5.653733701,4.927885035,5.803610931,4.900701691,5.755921042,5.728549833,5.634824947,5.803512544,5.671158109,4.597583751,4.527388509,5.47083957,5.382526846,5.457665422,5.371167629,5.203760375
Fam136a,4.384860862,4.481863345,3.416868354,4.164245744,5.035300668,4.358955472,4.032530941,4.107349802,4.376834919,3.568944306,4.490191965,4.508297419,5.1584634,4.797293935,4.938601647,5.089602228,5.291687908,4.718911841,3.981518109,4.334248956,4.488627598,4.726303758,4.508698654,4.629950805
