,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ME_F1_106_c,ME_F1_108_d,ME_F1_203_a,ME_F1_204_a,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Ehbp1l1,6.192098817,5.359275011,6.030169834,6.698606168,5.404648189,6.024421366,6.688614197,6.395309929,6.636705502,6.667308052,6.284096102,4.872764222,6.154862339,5.17475555,4.953445939,5.867372997,5.444086196,4.618678735,5.340069437,5.076342888,5.239067316,4.813507463
Ehd1,5.375018829,5.701491844,5.936852609,6.069397857,4.186875727,5.259452523,4.762553989,4.240699416,5.1373226,5.874167086,5.314460419,4.67145383,5.054913104,5.576773956,5.585611188,6.045189952,5.154181675,4.435418855,5.056739454,5.076342888,5.239067316,4.326029573
Ehd2,3.758262607,3.508283507,4.438959657,4.866599258,4.186875727,5.296344368,4.699025137,4.240699416,5.021402542,4.05349137,4.885666909,4.437426095,5.724102131,4.175084546,4.661330325,4.612739942,5.154181675,4.107762856,4.488627598,4.726303758,4.475533212,4.590260786
Ehd4,6.710543734,5.470721589,5.968633758,6.607890939,6.895608264,7.316018871,6.798781532,6.420512928,6.139976794,6.374169185,6.835482712,7.855111523,6.880758246,7.108624662,6.651834077,7.313078962,5.444086196,5.220013046,5.082338914,5.308394659,5.91539514,5.696672384
Ehhadh,5.572263999,3.641285815,4.345223994,3.156674147,4.186875727,3.95284941,4.489703269,3.091070453,3.700895726,4.346400422,3.781300727,4.57235239,5.852111688,4.891034111,3.94166812,4.736304858,5.04297525,5.397506087,5.402988203,5.463448856,5.026528528,5.377038311
Ehmt1,4.539751014,3.875341429,4.345223994,3.348192456,4.740683721,4.549833282,4.244770951,5.414113968,4.307240435,4.132479623,3.680244816,5.596278199,4.694021019,4.068219951,4.069168661,4.247688532,4.397788606,5.494478464,5.958236032,5.203751949,3.572884791,5.671408055
Ehmt2,4.380422216,4.076672438,5.301144654,4.735617019,4.88637436,4.72241615,4.632569424,4.451002368,4.657186434,4.845598174,5.056690803,5.712821666,4.885722465,4.455076358,3.94166812,5.633061105,3.564834972,3.30951081,4.703822401,4.182956258,4.979987341,3.875955929
EI127_mgp04,13.06105705,12.97601485,12.84409522,12.74063787,2.002940107,12.83010446,11.52731342,11.62807432,11.37998043,11.62018712,11.43554939,5.049393112,12.84563169,13.1422716,13.17576045,12.57929684,10.55371428,10.58569219,9.867739566,10.50604523,10.22100937,10.80126366
EI127_mgp07,13.82433326,13.71163352,13.82700831,13.66741808,5.959930543,13.62870479,13.07598842,13.29506638,13.03035865,13.19211931,12.98587958,5.871685468,13.7752568,14.0103648,13.99439334,13.49290155,1.966639354,3.07877717,2.135319246,1.858409626,1.856944956,1.371671746
EI127_mgp08,13.32876659,13.21676243,13.31567635,13.19535202,4.069726052,13.13098081,12.65358786,12.88327188,12.50251235,12.61541076,12.45628536,3.522478242,13.22950678,13.48852516,13.53564351,13.00899982,1.371671746,1.371671746,2.632031823,1.858409626,1.856944956,1.371671746
EI127_mgp11,14.26475142,14.19787535,14.23446063,14.14638121,6.229415607,14.05748844,13.77884033,13.97325583,13.87816278,14.05164569,13.78210776,6.226368275,14.31703469,14.65125775,14.58943806,14.14855234,8.908439792,9.30308038,8.826541869,9.101429419,8.763454639,9.420448153
EI127_mgp12,13.86801004,13.79590164,14.00824378,13.71179074,8.8498601,13.92742559,11.23532327,11.37766129,11.52715281,11.57029913,11.24800192,8.04077088,13.24343692,13.61561831,13.52212598,13.09304206,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746
EI127_mgp13,13.89685686,13.82237283,13.98394838,13.82284177,6.229415607,13.71989459,11.28066805,11.22375742,11.31811842,11.47500897,11.15533613,5.518348248,13.27107903,13.43341414,13.43769417,12.94939091,1.371671746,2.018997946,1.371671746,1.858409626,2.219429685,2.399246957
EI127_mgr01,15.20500134,15.06671368,15.2360995,15.0138679,14.08788842,15.05715478,13.66269365,13.89285872,13.80442859,13.84525361,13.7151175,13.59981351,15.1215102,15.29147427,15.32257955,14.93856231,1.966639354,2.018997946,1.371671746,1.371671746,1.371671746,1.975076158
EI127_mgt04,2.492540146,2.415471418,3.00818356,1.946246152,1.721561321,2.027123619,4.762553989,5.708226669,6.362747988,6.603996969,5.70576548,2.472838669,1.371671746,1.692680975,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746
Eid1,8.794391025,8.718588866,8.886682592,8.758318427,8.020649538,7.868863068,9.065569951,9.039538925,8.720966931,8.297797796,8.920062834,8.810709049,9.210346381,8.746477595,8.515931525,8.28620507,9.094825709,9.097206525,8.820792541,9.145741547,9.314823151,8.992076073
Eid2,6.474485491,6.098481619,6.328431417,6.041940132,6.359895807,6.130380964,6.399881342,6.262234757,6.314307498,5.874167086,6.195321868,6.370175844,6.129819454,6.344497743,6.085316552,6.068893494,6.970715633,6.716443032,6.721225422,6.554046601,6.862999063,6.355283479
Eif1,10.50173411,10.60856532,10.77937964,10.52254307,10.66069505,10.50271788,9.850989663,9.900814825,9.93533052,9.840215908,9.864427026,9.781139272,10.55263307,10.54391339,10.630067,10.2541576,4.934988523,5.193105889,4.584033266,5.239879345,4.643212879,4.808673309
Eif1ax,8.31900955,8.516967137,8.321128364,8.317812107,8.209025306,8.601884291,8.186930778,8.644352083,8.372359532,8.267494259,8.265264048,8.122057834,8.266315325,8.06060303,7.537164428,7.910015357,8.293016518,8.214886832,8.282404078,8.21667853,8.292384341,8.207177226
Eif1b,6.693695152,6.332872286,6.768381724,6.689787064,6.100956182,6.466103423,6.230488062,6.618630239,6.725822942,6.871069634,6.763201587,6.359041208,6.203680552,6.355901354,6.478907846,6.475883013,6.434003132,6.378169419,6.405045478,6.463583469,6.268392488,6.644033535
Eif2a,6.727197819,7.070979517,6.872848748,6.589042751,6.825065521,6.425048849,6.338665766,6.792797118,6.713423987,7.03936955,6.634052189,6.807039986,6.404968678,6.367215534,6.023683266,6.689725363,6.686126804,6.612256077,6.537136776,6.385101887,6.580601916,6.61465997
Eif2ak1,6.23930541,6.323004943,6.8215606,6.663001599,6.66262569,6.339259346,6.496466585,6.465524367,6.20925663,6.332955587,6.186136446,6.45273113,6.091420697,6.56686927,6.535206434,5.211281639,6.563955182,6.967986737,6.610150895,6.437894408,6.564920453,6.594739992
Eif2b1,4.152798924,3.508283507,4.726046606,3.255608986,3.047805804,3.857323664,4.699025137,5.255091968,4.938601647,4.979819072,5.172843846,3.522478242,2.90541027,3.368222979,4.701246812,3.974072463,4.304432686,3.979620845,3.294292241,4.411320956,4.541118774,4.118473069
Eif2b2,4.293633377,4.483351203,4.900950414,4.802594113,4.954049872,4.282002341,3.949577107,3.522064715,4.307240435,4.207366795,4.340594321,4.872764222,4.00677991,5.067865656,4.186310415,4.675844892,5.206727264,4.856161606,4.703822401,4.545671673,4.258731964,4.225980678
Eif2b3,4.293633377,3.979516106,4.438959657,4.802594113,4.295222925,5.221592487,4.244770951,3.994421857,4.239676365,3.881222532,4.930360809,5.518348248,4.390941013,4.068219951,5.251072387,3.503253236,2.976575554,2.46423466,3.294292241,4.098027721,3.136826938,3.875955929
Eif2b4,4.813704698,5.151961278,1.982639131,5.589877169,5.542935482,2.476154981,5.846661839,5.76835694,5.8080864,6.067474986,5.79716724,1.371671746,1.931249589,4.455076358,1.371671746,4.162122166,2.711559375,2.018997946,2.135319246,3.576893918,2.508881987,2.726627405
Eif2b5,4.989660443,5.059906257,4.345223994,4.665378488,5.304496398,4.282002341,5.142791048,5.310070062,5.099708065,4.346400422,4.526750171,5.103770221,4.00677991,4.82692198,4.81476895,4.675844892,4.485468926,3.979620845,4.090246198,4.835270768,4.33467709,4.813507463
Eif2s1,6.192098817,6.132776057,6.226963712,5.123946236,5.278333112,5.692055647,5.590721621,5.787856043,5.699118908,5.269176225,5.47392358,5.615120263,5.757185005,5.321565096,5.648215214,6.068893494,4.858228257,4.870686017,4.591616083,4.592993795,4.814790099,4.847573953
Eif2s2,9.233790193,9.240270583,9.172481916,8.991489907,9.120409354,8.894329642,8.200012331,8.418241716,8.368410802,8.268631275,8.239609949,7.807167523,8.860611527,8.894573535,9.134406837,8.76386079,7.225346528,7.017776426,7.164179761,7.178366432,7.149878056,6.892698451
Eif3a,8.035670379,7.790866095,7.912389013,7.892672738,7.543317668,7.798791565,7.678661169,7.793622548,8.188261268,8.225322667,7.640038191,8.184384479,8.071822723,8.127534622,8.210655653,8.307931419,8.108558061,7.888979422,7.776529136,7.90290044,8.017878081,7.980323375
Eif3b,6.569901191,5.151961278,5.573332112,5.296522642,5.821840029,5.836819407,6.828772232,6.493583243,6.378540003,6.219941874,6.462068796,5.557839351,6.129819454,5.454805403,6.255836167,6.439977809,5.954814117,5.540625066,6.450433048,5.683452614,6.268392488,5.671408055
Eif3d,6.474485491,6.371680313,6.40010733,6.174283445,6.115807491,6.109802494,6.07651888,6.019930596,6.044217496,6.237915305,6.23148967,6.193397715,6.340943118,6.596013108,6.651834077,6.3843868,6.488076113,6.098602179,6.508810583,6.488823095,6.268392488,6.401881933
Eif3e,8.064331543,8.008603024,7.947341859,7.832486006,8.012736611,7.97507471,6.886945702,7.258823004,7.414548928,7.412108539,7.336662146,7.391814372,7.916997484,7.750831027,7.870466776,7.804545773,7.600752166,7.738725223,7.965556322,7.605012902,7.520888709,7.615394939
Eif3f,8.09673437,8.56380442,8.112921329,7.791854093,8.059575963,7.922946085,7.892544093,7.823878751,8.070847706,8.085912083,8.084274229,8.418690979,7.967343273,8.053616816,8.111713785,8.306287069,8.162760572,8.111669987,7.944561085,8.280701127,8.186201809,8.290030859
Eif3g,7.294791026,7.339202825,7.105053587,7.109046845,6.912717872,7.134378127,6.901129801,6.830893082,6.921771536,7.018725241,7.022562169,7.324718093,7.076944477,6.967079395,6.945695004,7.241878309,7.101353516,7.117512236,6.862241551,7.167986694,7.17333687,6.800051978
Eif3h,4.539751014,5.151961278,4.8335115,4.986673129,4.578610645,4.72241615,6.230488062,6.205366195,6.281085984,6.307650193,6.446766745,6.254762282,4.824609178,4.759827724,4.953445939,5.31403581,6.307388092,6.378169419,6.670981214,6.472045835,6.483849692,6.355283479
Eif3i,7.249393839,7.35865237,7.317409163,7.173727005,7.176257517,7.174564922,6.983424961,7.056653393,6.889070025,7.018725241,7.073265811,7.380846127,7.153490921,7.309660978,7.514938345,7.23141375,4.397788606,4.225445805,4.090246198,4.668569942,3.693169672,3.584266797
Eif3j,8.310745977,8.138050579,8.009773329,7.977223871,8.184580755,8.421610764,7.682772282,7.700702467,7.467192258,7.607946588,7.618553288,7.561697567,8.344586803,8.141900693,8.458860546,7.790357459,7.993632555,7.950095306,8.085489405,8.133769623,8.206557565,8.146895905
Eif3k,6.927834825,6.785018503,6.713167364,6.800433035,6.769798433,6.597547577,7.09251644,6.921951448,6.855610045,7.013517674,6.706510351,7.012869227,6.819429769,6.724735935,6.806233667,7.166980468,6.283123866,6.511587015,6.259629872,6.668920233,6.389072523,6.512190138
Eif3l,7.473221723,7.630746545,7.607147976,6.880121468,6.769798433,7.516939954,8.118772242,8.46520141,7.235361745,7.590566122,7.758362903,7.318983294,7.350616973,7.309660978,7.526094188,7.272824122,7.182304471,6.904643672,7.367155937,6.893431001,7.204033465,7.258254125
Eif3m,7.338803175,7.433929941,7.714137806,7.329464707,7.349607718,6.961403968,7.158948955,7.366492139,7.217912063,7.190071256,7.093058614,7.358656259,7.076944477,7.411535484,7.146990922,7.533534103,7.331734878,7.548574894,7.286023328,7.620320799,7.204033465,7.320221418
Eif4a2,8.122142632,8.269733115,8.503042113,8.191242205,8.409163361,7.943442734,9.112041273,9.484018489,9.281089633,9.225842316,9.19652472,9.095352327,8.174396776,8.183008045,8.605426286,7.655962803,8.738920776,8.863035931,8.863364203,8.650487328,8.925725727,8.531824234
Eif4a3,5.986120578,6.027345731,6.117816022,5.926564541,4.815367332,6.046245021,4.56290408,5.363029738,4.980596039,5.102608715,4.839544029,5.596278199,5.000691317,5.859129417,6.085316552,5.867372997,5.721933444,5.900508387,5.871906941,5.393894627,5.492180325,5.552521207
Eif4b,4.829215655,4.940045181,4.873009048,4.533578565,4.856975923,4.290804567,6.203958832,6.243432388,6.327872923,6.382272483,6.195321868,6.739952662,4.676833948,4.510823105,4.435731122,5.388263533,6.658097586,6.390821176,6.537136776,6.505407491,6.278042538,6.479974125
Eif4e,6.551316224,6.68841134,7.046693927,6.832838492,6.987295151,6.949872328,6.71406523,7.01919749,6.42596888,6.797474652,6.768750087,6.232238421,6.93958563,6.952130043,6.824421607,6.137753331,6.57058651,6.590484381,6.970063095,6.631636161,6.707430715,6.594739992
Eif4e2,6.372309528,6.075157222,5.871109591,6.122793604,6.590031586,6.374189668,6.439294714,6.316946411,6.688301743,6.571339002,6.550621739,5.902689403,5.655569634,6.274115728,5.925996275,6.021090445,5.25742611,5.585341241,5.521147597,5.740605498,5.389089122,5.467446234
Eif4e3,6.636127027,5.790110439,6.05998079,6.256135691,5.892536858,5.649916389,4.991917395,4.943555875,6.139976794,6.169328229,5.671158109,5.670213471,6.362602222,5.793550598,5.937071376,5.971649021,5.306403629,5.494478464,5.910096467,5.357818219,5.535628507,5.377038311
Eif4ebp1,5.572263999,5.397388488,5.802227055,5.149900295,5.251686577,6.002262507,4.852891316,5.168485032,5.080526525,3.632195157,4.526750171,4.67145383,4.944351827,5.537252508,5.891906612,6.326567571,5.609338978,4.856161606,5.826724606,5.623941869,5.458628493,5.329617021
Eif4ebp2,5.287894293,4.122902324,5.143007105,5.408262936,5.892536858,5.991054128,5.76370461,4.994794672,5.460312959,5.512445467,5.288944622,5.130209022,4.659439652,5.7248483,5.991850263,5.92045292,5.465807988,5.555535157,5.715612958,6.008338908,5.353020708,5.552521207
Eif4enif1,3.882409289,4.856047509,4.244972264,4.866599258,4.186875727,4.549833282,5.235264753,5.076345039,5.244617274,5.179021811,4.272792533,4.157942973,3.892314964,3.952801774,4.395420563,4.794332673,4.790986096,4.856161606,4.600233637,4.835270768,3.907279642,4.668578083
Eif4g1,7.875546277,7.309527854,7.732765922,7.791854093,7.956096503,7.644027636,6.949703925,6.840261941,6.821355575,7.104493557,6.564866187,6.517658765,7.617060652,7.586301921,7.361469382,7.768809876,7.649020543,7.289523135,7.335248295,7.082145461,7.234090504,7.308039064
Eif4g2,8.401737787,8.380914786,8.561524141,8.294732555,8.753437011,8.560779961,8.44347371,8.466230482,8.510165265,8.583768381,8.577159072,8.47650438,8.355429684,8.586270999,8.576207231,8.462091507,7.137938683,7.222734472,7.272102468,7.394106514,7.222442631,7.264572009
Eif4g3,8.183771914,7.782465779,8.189090221,7.910469963,8.184580755,8.151553203,8.25477816,8.462170467,8.021411279,8.241003353,7.981833269,8.205239061,8.189624187,8.108581602,8.10428954,7.686928847,7.94032282,7.941521383,8.104543573,7.964172647,7.971052402,7.995596138
Eif4h,7.103945306,6.908925398,7.133371364,7.406843112,7.504345128,7.501224868,7.475642876,6.973949555,7.50724807,7.462661124,7.38563206,7.40269986,7.31772997,7.506688262,7.189709946,7.600119498,7.319856779,7.329502109,7.164179761,7.167986694,7.009218652,7.21975454
Eif5a,8.708221145,8.68207793,8.835892608,8.494916172,7.19498005,8.763760534,8.588222192,8.376221789,8.417965192,8.183412296,8.348229617,7.532260685,8.644813124,8.749377343,8.641367944,8.744967151,8.158298434,7.988059611,8.106151632,7.947094997,8.378647682,7.968761755
Eif5b,9.198394127,8.771534041,8.925660474,8.747012545,8.46822059,8.48290552,8.530448182,8.786833425,8.597196496,8.812881641,8.726143689,9.159331771,8.829841927,8.694293577,8.215280839,8.242579432,8.048861276,8.016911841,7.811737711,8.076650944,8.154228808,8.059995392
Eif6,3.882409289,4.447470028,3.958841857,4.866599258,5.139887991,4.580069172,5.322166451,4.90835691,5.865246706,5.102608715,5.015797717,3.994868949,4.915334954,4.175084546,4.986128057,4.850116471,4.983983051,4.702259267,4.891045601,5.03124382,5.093640784,5.065865839
Elac1,3.882409289,3.641285815,3.755241616,3.156674147,4.295222925,3.857323664,3.578024412,4.634513394,4.015633207,4.278557808,3.781300727,4.350145515,3.892314964,3.53802009,3.94166812,4.32846284,4.204615229,4.334248956,4.235609909,3.911518911,3.572884791,4.326029573
Elavl1,5.242276092,5.320127258,5.350226465,5.551448111,5.542935482,5.296344368,5.659087595,5.881584008,6.176568963,5.896970032,5.956915268,6.02044305,4.472885814,5.225370277,5.856991905,5.428397257,5.04297525,5.585341241,5.731879612,5.463448856,5.278060465,5.122614808
Elf1,4.749937417,4.909775724,4.345223994,5.342262438,5.926627191,5.059358506,5.786806479,4.718198281,5.209731547,5.480191275,4.526750171,7.5173139,5.690242783,4.537508414,5.251072387,7.655962803,4.922475423,4.618678735,4.488627598,3.808366941,4.541118774,4.507446727
Elf2,5.745756737,5.731640268,5.275963028,5.49181426,5.475448116,5.296344368,5.363730031,5.197935486,5.376290653,5.729218775,4.930360809,5.348595566,5.805428956,6.274115728,5.354823889,6.192727766,5.444086196,5.827933799,5.958236032,5.357818219,5.968091382,5.850074003
Elk1,4.933359729,5.059906257,4.438959657,4.251396128,4.578610645,5.059358506,4.632569424,3.994421857,4.708068048,4.278557808,4.272792533,4.808731913,4.760792148,4.759827724,4.885773069,3.974072463,4.983983051,4.781261694,4.367658392,4.88681567,4.777177112,4.590260786
Elk4,4.102623853,4.334139738,4.609927818,5.429608761,4.815367332,4.609684367,4.991917395,4.349679511,4.708068048,4.891739941,4.4673277,4.157942973,5.107170637,4.68946033,4.953445939,5.840082258,5.353772878,4.618678735,4.600233637,4.984689323,4.541118774,5.329617021
Ell,4.933359729,5.397388488,5.729890046,5.627309096,3.276495212,5.296344368,4.937903776,6.146163656,5.553687807,5.568064013,4.973711621,3.522478242,5.468480755,5.067865656,5.784520522,4.955602482,5.444086196,6.159017828,5.826724606,5.357818219,5.458628493,4.668578083
Ell2,4.201287462,3.979516106,4.244972264,3.668541594,5.49829648,3.755021493,4.41258887,6.493583243,4.492798065,4.207366795,5.209572408,5.156172011,2.90541027,2.953569083,5.079953979,2.553245613,4.485468926,4.618678735,2.632031823,3.911518911,4.093681527,4.507446727
Elmo2,4.539751014,4.961574651,4.526974853,4.866599258,4.815367332,4.667151082,4.937903776,4.718198281,4.549701013,4.132479623,5.172843846,4.437426095,4.824609178,4.82692198,4.578023067,4.955602482,4.397788606,5.181502053,4.891045601,5.03124382,5.026528528,4.945197493
Elmod2,4.397170604,4.076672438,4.526974853,4.152161782,3.473845058,4.126792675,4.331118661,3.697269657,3.932490782,3.576782079,4.087882347,4.350145515,4.112826886,3.689920863,3.94166812,3.356891171,3.717496546,4.107762856,4.235609909,4.007785157,4.003488975,4.742861911
Eloa,6.361682372,6.601289346,6.186994732,6.272057805,6.843027204,6.683611507,6.169217391,5.572255088,5.590222798,5.50028558,6.094257657,6.347819967,6.544159401,6.670968946,6.721425269,6.148917081,7.015588891,6.035545508,6.293234702,6.569901934,6.580601916,6.46907358
