,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48,X
Arl5b,5.30861499,5.373913061,5.199289713,4.879961645,4.870519477,5.426139508,4.990906104,5.231166377,4.947535965,5.092864389,5.844533114,5.310418325,5.198597911,5.875663599,5.723028824,5.485941911,5.385071927,6.255313056,5.434940843,5.923866689,5.260159561,5.659005314,5.498897518,5.363129837,Arl5b
Arl6ip1,4.631747522,4.251588154,3.992393625,4.384111449,4.645788032,4.9236327,4.462196482,4.325164393,3.609032603,3.659966383,4.647626496,4.275873362,4.808862811,4.097834408,4.224502822,4.182426154,4.392622838,5.717106578,4.387033578,4.211685854,4.2200526,4.099056113,4.338432514,4.310753327,Arl6ip1
Arl6ip4,4.794902232,4.861854958,4.718529288,4.879961645,4.870519477,4.624067344,5.748234498,5.754419122,5.458940935,5.382364439,6.102872348,5.674569645,5.710687697,5.744360152,5.673117221,5.296467344,6.089952604,5.412413208,5.783571644,5.991391629,5.616534049,6.219697358,6.175782609,6.054591891,Arl6ip4
Arl6ip5,5.898901107,5.970554307,6.520047256,6.199482855,6.172983517,5.953391262,6.648751641,6.357698456,6.426165247,6.845746124,7.137990416,6.928558893,6.148049941,6.807135714,6.181462619,6.489624853,6.340748048,6.324553601,6.274644364,6.84321652,6.857959516,6.86645046,6.837434693,6.621141796,Arl6ip5
Arl6ip6,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,3.994964396,4.610224903,4.357069508,4.338001718,3.258739612,4.481809142,4.038974582,3.671801132,3.27996242,3.76130772,4.034349887,3.327698283,4.085896755,4.689373446,4.2200526,4.482489916,4.338432514,5.051650341,Arl6ip6
Arl8a,5.412811534,4.83228211,5.139665865,5.04944123,5.483014346,4.982527269,4.539890388,3.496569199,4.148071243,3.922984536,4.171744268,4.347834719,4.137277932,4.097834408,4.881215123,4.997561946,5.198053342,4.969111199,5.144700157,5.281407088,5.118695144,5.325286433,4.937470404,4.728249219,Arl8a
Arl8b,7.766402572,7.649349084,7.657124888,7.577005875,7.372326488,7.30447225,7.028853597,7.482082682,7.509162487,7.326633132,7.45762182,7.277104754,6.770397107,6.527965216,6.700585572,7.010453536,6.702450432,6.368934092,7.404229538,7.091129032,7.132769474,7.142705299,7.329121005,6.804242048,Arl8b
Armc1,5.074504087,5.053452623,5.60406853,5.04944123,4.645788032,5.093560145,4.683751104,5.003929311,4.357069508,4.585919608,5.126196884,4.77070677,4.808862811,5.173715896,4.224502822,4.724117665,4.51424948,4.495627456,4.780975787,4.093738822,5.260159561,4.099056113,4.479788419,4.866422487,Armc1
Armcx1,4.794902232,5.529429716,5.364664304,5.719491777,4.870519477,5.660607089,3.108810223,3.349376037,2.738634884,3.507974125,3.926533666,4.120195526,3.933479984,2.788043745,3.139999423,3.660029918,3.438667718,3.327698283,3.704859078,4.093738822,3.520731101,3.297625519,3.909180947,3.567211465,Armcx1
Armcx3,7.040564394,7.073443995,6.942663773,7.14979777,6.996743315,7.120047104,6.265357536,6.545255295,6.571592634,6.67780281,7.135102001,6.748850538,6.723694614,6.669129631,6.761562641,6.28374328,6.676626782,6.231474178,6.784867824,6.945504966,6.683053511,6.739773748,6.909181655,6.871435683,Armcx3
Armcx5,4.346147907,3.954975638,4.545545052,3.622527738,3.856428113,4.660593896,3.994964396,4.734084956,4.030999621,4.338001718,4.564187815,5.660508822,4.229308189,4.772855933,4.356857225,4.82113958,4.67938824,5.080057269,5.033345737,5.109717548,5.260159561,5.287241925,5.395628227,5.579517479,Armcx5
Armt1,5.196303081,4.771253245,5.012474153,4.10521418,5.002982867,4.146009415,4.750636725,4.901965201,4.914864762,4.730304629,5.572952798,4.20013328,5.541487459,5.744360152,4.356857225,4.321583675,5.578763515,4.133513809,5.478106693,6.024004747,5.858247046,5.659005314,5.626009458,5.934042108,Armt1
Arnt,4.346147907,4.33829864,4.634628296,4.384111449,3.455233179,5.426139508,4.200334178,4.544064598,4.030999621,4.145365347,4.280307112,4.77070677,3.560919675,4.215837255,4.356857225,4.955437428,4.327734902,4.910265458,4.516901729,4.320714681,4.876509916,3.297625519,3.805558255,4.102787508,Arnt
Arntl,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,2.888912367,3.185440987,3.903582169,3.659966383,6.512019312,5.756172801,6.025049874,4.609967793,3.407539665,4.107467127,5.432133404,3.911463618,2.96057105,3.061240442,3.520731101,2.953459615,1.835929369,1.948910316,Arntl
Arpc1a,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.333998185,5.312904474,5.853092375,5.829815535,5.913582523,6.167553814,5.918493398,5.663589886,6.317641637,5.626802305,6.089952604,6.514322713,6.500793179,6.354045765,5.985953863,6.114992178,6.022459556,6.498976185,Arpc1a
Arpc1b,5.361653738,5.001256828,5.139665865,5.293996764,5.732389312,5.245565193,5.574513299,4.792242866,5.629722101,5.892550368,5.844533114,6.564822835,6.217111829,5.578028056,5.330832296,5.57209722,5.924270426,7.51412555,4.293468905,4.030940423,3.99564794,4.448419825,4.782351292,4.615176887,Arpc1b
Arpc2,7.237870083,7.369501112,6.736749708,6.846600126,7.32248658,7.025187591,7.320628295,7.516993251,7.573373736,7.393230535,7.568828412,7.648754417,7.714316215,7.608574165,7.398072054,7.658313035,7.611760421,8.290003248,7.225781321,7.22339229,7.272925124,7.332119583,7.393077258,7.012071676,Arpc2
Arpc3,5.253551677,5.373913061,5.012474153,5.152288917,5.124300144,4.943334913,5.715123545,5.811779039,5.503568605,5.425432291,5.896627517,5.68849475,5.757806318,5.338883921,5.346839009,4.867308612,5.52188704,6.433045468,5.883280209,5.410357707,5.357839349,5.745725864,5.797864515,5.934042108,Arpc3
Arpc4,6.792750232,6.329239636,5.847111088,6.462249581,6.319921481,6.146037686,6.41719262,6.114973083,6.046470407,6.382349662,5.844533114,6.534305374,6.406432956,5.744360152,6.108228302,6.063479344,6.238552432,6.800160698,6.119712854,6.055896891,5.616534049,5.904939498,6.196413944,5.802493291,Arpc4
Arpc5,5.396129192,5.630136775,4.64924012,5.30876766,5.660793058,5.617778399,4.380079157,4.401881282,4.776236942,4.145365347,5.290971146,5.882689899,3.560919675,3.96931298,4.693684423,4.107467127,3.950630716,6.052567393,4.193412749,4.42207966,4.473520479,4.785118054,4.754795561,4.798989404,Arpc5
Arpc5l,5.880846348,6.35025735,6.118199725,6.246736765,6.553886836,5.923643694,6.609648665,6.306735223,5.818183898,6.092846329,6.794239714,5.999001081,6.171439833,6.983870108,6.507612615,6.931165079,7.135807097,6.504409963,6.732352418,6.205568608,6.437070184,6.63764343,6.57289824,6.293826935,Arpc5l
Arpp19,5.658537731,5.675475212,5.615056341,4.860042825,5.779328255,5.383070315,7.486789644,7.542632741,7.552285944,7.623349237,7.525368918,7.3664353,6.983609656,6.71994635,7.491029852,7.431263648,7.214189926,7.157246352,7.453726643,7.635834767,7.593473794,6.718489116,7.15560481,7.665374876,Arpp19
Arpp21,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,6.747031882,6.929052235,5.458940935,6.487701622,5.879470879,6.694685068,4.137277932,3.671801132,5.540217047,5.960754181,5.924270426,5.909666004,6.931834587,7.166100026,7.256132407,7.163855929,7.222513746,7.070430245,Arpp21
Arrdc3,6.204925129,6.100279966,6.398125614,6.020724802,5.693706612,7.361055941,6.146203426,6.800348146,7.980986757,6.17084789,7.667082526,6.127225606,5.576952305,8.549488699,6.785249679,6.745876926,4.73048524,7.231234307,8.903322084,9.223513064,8.683626604,5.853795998,6.52476574,5.965136973,Arrdc3
Arsk,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,2.629363122,3.185440987,3.903582169,3.338062667,5.183238424,4.035567372,4.617764911,5.621443179,4.790494685,4.386432551,5.988651323,3.327698283,3.9697183,4.320714681,4.473520479,4.264842232,4.096459613,3.986362643,Arsk
Art1,8.01840726,8.066201968,7.779373947,8.092317841,8.141757111,7.651571824,6.195052205,6.384412305,4.622858517,5.425432291,6.160825166,5.011293111,6.346044859,6.265992485,6.301305818,6.616691347,5.856881758,5.132486632,6.992636869,7.582092304,7.739565132,7.778523247,7.719594258,7.936436105,Art1
Art3,7.209216906,7.086028306,7.091698084,6.831181112,6.79224144,6.862248408,7.287224241,7.616925596,7.54162532,7.038389862,7.349634918,7.848015114,7.615452453,8.183676172,7.047665733,7.545705637,7.487305309,7.290118401,7.512004029,8.346228663,8.183272601,7.641995325,7.861995018,7.779104546,Art3
Art5,7.386032605,6.954954496,7.910023753,7.883942195,7.794090834,7.383082309,5.873565014,5.499029212,5.782409761,5.467251647,5.946906212,5.617484927,5.429541381,5.439346146,6.126888339,5.803419553,5.268896614,5.369370132,7.225781321,6.91104619,6.849028177,7.679194928,7.384112413,7.245274487,Art5
As3mt,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.683751104,1.857390546,2.403951781,4.659917623,1.338428307,6.318458152,1.338428307,1.338428307,2.112664817,1.338428307,1.787658667,6.301840663,4.293468905,4.689373446,4.473520479,4.341098498,3.440793713,3.859711011,As3mt
Asah1,3.989696104,4.739742575,3.92335234,4.543981044,4.562361642,4.426123986,5.045203361,4.244137751,4.622858517,5.145330518,4.171744268,5.178495587,5.390208764,4.609967793,4.478083091,4.448491442,4.779834234,4.848917027,5.297107035,5.699967204,5.668225146,5.080336913,5.563852971,4.992511252,Asah1
Asap1,2.949215936,3.650587879,3.774489791,3.883964219,3.990133226,4.338659205,4.200334178,2.539291961,3.238502102,4.145365347,5.06680685,3.945663895,4.137277932,4.426319966,4.153474932,3.944744775,4.327734902,5.751037975,3.9697183,3.667949665,4.473520479,4.099056113,3.440793713,4.210514485,Asap1
Asb1,5.30861499,5.152499244,5.311618175,5.847625236,5.289058416,5.624080875,4.683751104,4.474723823,4.451212505,4.861545124,4.171744268,4.035567372,1.882788403,1.338428307,1.338428307,1.338428307,1.787658667,1.918631758,3.9697183,3.824263042,3.912356395,4.54830738,3.440793713,4.210514485,Asb1
Asb10,5.372031451,5.492093777,5.311618175,5.248290109,5.483014346,5.353477467,6.242301019,5.533536942,6.328582181,5.337971243,6.794239714,5.674569645,6.723694614,7.14129767,5.977181892,6.708321175,6.307480757,5.132486632,6.931834587,7.121586515,6.780220282,6.767673419,6.946198466,6.854928386,Asb10
Asb11,8.239969119,8.429275735,8.959572375,8.567420979,8.690837132,8.513616044,8.157214125,8.240757781,8.272887434,7.845740765,7.324499193,7.06930971,1.338428307,1.338428307,1.776872719,1.338428307,1.787658667,2.913856957,7.02210331,7.237366784,6.849028177,7.077326756,7.096460235,6.318115972,Asb11
Asb12,6.420235148,6.91319206,6.871140127,6.614118816,6.294294694,6.338683942,5.574513299,5.694683873,5.588884467,5.623367992,5.695651668,6.300436022,6.07551511,5.285901493,5.863170659,5.872959616,5.988651323,5.369370132,5.248072134,5.047625944,4.352345883,4.785118054,5.16385927,4.575427126,Asb12
Asb13,5.009518072,4.707528267,4.348957116,4.466259571,4.37947261,4.798099819,4.462196482,4.673483745,5.316124355,4.861545124,4.726502177,5.363461507,4.229308189,3.496346654,4.589907541,4.386432551,4.827550874,5.231953801,4.636038786,4.982741345,4.473520479,4.264842232,4.835932348,3.859711011,Asb13
Asb14,5.462217232,5.618749219,5.465241068,5.423021913,6.071030878,5.548131291,7.042264949,6.838109912,6.982800091,6.249648548,6.072998912,6.923857732,6.112238334,6.572889702,6.566895976,5.96606792,5.913255313,6.591264211,6.601828675,6.656144122,6.27980253,6.26933163,6.175782609,6.54085806,Asb14
Asb15,4.542685094,3.716820238,3.517716037,3.471588946,4.278528499,3.923610711,4.462196482,4.474723823,3.238502102,3.797461041,4.726502177,3.636488737,5.128622065,5.114172516,4.742901443,4.724117665,4.73048524,5.454209203,4.710326616,5.759283029,5.042396434,4.611252726,5.032329615,4.653860748,Asb15
Asb16,7.411409624,6.563250443,6.889356203,6.701510786,5.770061847,6.696237757,6.887401472,6.659027538,5.503568605,5.24486387,4.381269219,4.416376547,6.261382226,6.396683199,6.919743122,6.656675929,6.466638736,5.183077272,7.213061823,7.444302413,7.400662393,7.142705299,7.40198674,7.378282041,Asb16
Asb2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,9.569655072,9.493237501,10.23783692,9.477493848,10.42167674,10.04398918,10.57626193,10.44129294,9.577600611,9.972337262,10.32414706,9.065638056,8.909248141,9.04334493,8.858856537,8.929957906,8.553894705,8.5320848,Asb2
Asb4,5.281346017,4.640857905,4.872975108,5.293996764,4.562361642,4.467945049,4.380079157,4.953847872,4.451212505,5.292168536,4.381269219,5.178495587,4.867322992,4.215837255,4.41874307,4.507990544,4.873739699,5.080057269,4.636038786,4.605659832,4.2200526,4.729459008,4.005857019,4.575427126,Asb4
Asb5,7.814753543,8.122261874,8.291894276,7.74274766,7.998348426,7.548141987,8.515568501,8.365718614,8.605309284,8.441232121,8.000373115,9.405620478,7.180902386,8.370214148,8.548163703,7.996235715,7.684828127,7.194714582,8.093762288,8.561474978,8.427811875,8.012210007,8.354913666,8.258523658,Asb5
Asb8,7.024207843,7.206179117,6.423348173,6.614118816,7.058939519,6.923649191,6.121144456,6.659027538,6.529050963,6.244847616,5.844533114,6.35384076,6.970335055,6.983870108,6.940988388,6.794477247,6.789358088,6.628248955,7.225781321,6.875744186,7.057231219,7.099450437,7.181707527,6.997105572,Asb8
Ascc1,4.870044562,4.707528267,4.944410053,5.293996764,4.79942884,4.982527269,4.462196482,5.099160249,5.212400367,4.922943902,4.801288159,4.966278871,4.747933322,4.324913771,3.999980761,4.182426154,5.161282976,5.231953801,6.035525316,5.991391629,5.32600864,5.717394287,6.154851948,6.243986545,Ascc1
Ascc2,5.30861499,5.103825759,4.872975108,5.04944123,4.79942884,4.982527269,4.875767514,4.673483745,4.451212505,4.981835966,4.647626496,4.20013328,4.229308189,4.324913771,3.916640775,4.182426154,4.51424948,4.133513809,3.843358242,4.605659832,4.2200526,4.341098498,4.835932348,4.404477722,Ascc2
Asf1a,4.542685094,5.635968199,5.989013402,5.541449222,5.527686372,5.338675696,3.994964396,4.953847872,4.622858517,4.861545124,5.655900344,4.416376547,5.308172551,4.693709513,5.454173093,5.26231975,5.198053342,4.717791606,4.387033578,4.42207966,4.585301305,4.54830738,3.909180947,4.310753327,Asf1a
Ash1l,7.099520641,7.415097908,7.494093936,7.426098163,6.72093441,7.508613524,8.286810502,8.166842352,8.547871638,8.232762628,8.447207033,8.164283804,8.10894168,8.350997808,8.232121324,8.057257297,8.040129319,8.623403218,7.940158302,8.168008952,7.821750115,8.243385721,7.78915915,8.034978583,Ash1l
Ash2l,4.941466123,5.332265629,5.730701767,5.338299723,5.340046223,5.660607089,5.196815012,5.533536942,4.979483652,6.038399239,5.341963542,5.431282005,5.742270474,5.439346146,5.594854796,5.394312945,5.550605545,5.412413208,5.748742968,5.853025407,5.813036104,5.501773764,5.902021761,6.243986545,Ash2l
Asnsd1,7.989211001,8.07569787,8.174247194,7.917182617,8.379669273,8.046048795,8.464182156,6.967420687,6.864601291,7.537619746,7.906096832,7.549245375,8.165366403,7.472938704,7.611862258,7.777950197,7.745084633,6.878998915,7.200229186,6.601006783,6.826454893,7.088431004,7.074337423,6.601485809,Asnsd1
Asph,9.197917013,9.882858629,9.812923298,9.722100352,9.642660555,9.121689198,9.286603588,9.029396845,9.670783444,9.571562063,9.36084824,9.471531714,8.973515872,9.20797213,8.71006106,8.582321842,8.692137175,8.19150584,9.356523505,9.403935171,9.448607002,9.390996317,9.735037881,9.452311466,Asph
Aspn,6.115108984,5.997449423,6.148766406,5.993279022,6.745727577,5.982537823,5.045203361,5.920079613,5.212400367,6.585881112,6.396162236,6.487283561,6.194456556,5.621443179,5.949565,6.177810844,6.238552432,5.61024408,6.931834587,6.488658009,6.312657495,6.114992178,6.896628604,6.342002844,Aspn
Aspscr1,4.870044562,4.890833769,4.944410053,4.543981044,5.124300144,4.146009415,4.200334178,4.244137751,4.622858517,4.338001718,5.004866608,3.747074311,5.467830059,5.857621895,5.330832296,5.59970904,5.268896614,3.648908198,4.293468905,3.824263042,4.07439213,4.413525649,4.262196895,3.567211465,Aspscr1
Asrgl1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.200334178,4.610224903,5.212400367,4.038455502,3.926533666,3.516717587,4.31581817,4.215837255,3.524746156,3.855939762,4.259790498,3.49722434,5.090097042,5.109717548,4.585301305,4.838709308,5.498897518,4.575427126,Asrgl1
Asxl2,4.236832329,4.060768594,4.121290731,3.883964219,3.784622049,4.426123986,2.629363122,3.865039428,4.256351678,3.922984536,4.726502177,4.416376547,3.819658373,4.521064089,3.524746156,3.551101949,3.861752427,4.413259279,4.557717041,3.824263042,3.520731101,4.099056113,3.805558255,4.102787508,Asxl2
Atad1,7.632536837,7.516199954,7.699036172,7.222513238,7.347621747,7.372111161,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,Atad1
Atad2b,4.715630049,4.42009171,5.513016706,5.463587483,4.562361642,5.586605814,5.045203361,4.673483745,4.256351678,5.092864389,5.438840366,5.097315255,5.175647692,5.285901493,5.160165779,4.56513269,4.626414837,6.079524384,4.636038786,5.226416599,5.449322893,4.890380923,4.338432514,5.108460355,Atad2b
Ate1,6.083883194,6.100279966,5.919806217,5.877956187,6.009365022,5.624080875,6.121144456,5.533536942,5.100637335,6.42541795,5.695651668,5.9303454,5.611566219,5.744360152,5.594854796,5.59970904,5.711856029,6.105986905,5.117656911,4.516787806,5.668225146,5.102414833,5.121334644,5.051650341,Ate1
Atf1,6.175603337,6.667407398,6.176327002,6.258312305,6.441641811,6.327368564,6.600611848,5.839625851,5.436098508,6.02446023,6.91702875,6.282185909,6.591216367,6.88044729,6.636917066,6.350276434,7.168599718,6.346914495,6.165325177,5.988089399,6.246181877,6.09751096,5.756781602,5.915058324,Atf1
Atf2,4.941466123,5.001256828,4.944410053,5.752607734,5.389293359,5.196654985,5.196815012,5.390258832,5.265194327,4.981835966,5.341963542,4.544402391,5.349773684,5.439346146,5.362670076,5.154741944,5.233909778,5.279228577,5.144700157,4.516787806,4.876509916,5.035140875,4.887594483,5.31566593,Atf2
Atf5,4.397848714,5.510882522,5.199289713,4.466259571,3.147016091,5.066592728,4.200334178,2.788225553,3.763811499,4.038455502,3.029085775,3.082923931,5.576952305,5.439346146,4.224502822,4.955437428,6.166164925,1.918631758,5.033345737,4.320714681,5.260159561,4.98848304,4.726703245,3.395225217,Atf5
Atf6,6.849553726,6.982139269,6.960004055,6.735037277,6.658025814,6.789897268,6.811109909,6.562068178,7.297364507,6.967307238,7.180636728,7.239763992,7.615452453,7.374869098,6.940988388,7.484073854,7.267062023,7.266852366,6.732352418,6.534652621,6.578866832,6.54395278,6.54098899,6.804242048,Atf6
Atf6b,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.814558332,4.474723823,5.04133189,3.797461041,4.054342423,5.054945233,2.841010133,3.828212598,2.984984601,3.433272951,2.837474875,4.647470763,4.557717041,4.516787806,5.042396434,4.729459008,4.782351292,4.798989404,Atf6b
Atg101,7.134990759,7.123135727,6.653932487,6.59598672,6.980766082,6.781629618,6.627554236,6.659027538,6.711323953,6.861513323,6.371830979,6.08573759,6.859497503,6.915751792,6.887276837,6.429347331,6.727819965,5.816596571,6.767574223,6.28844374,6.376204535,6.607084303,6.604116974,6.433781482,Atg101
