,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ML_F1_10_a,ML_F1_201_d,ML_F1_205_b,ML_F1_205_c,ML_F1_208_b,ML_F1_8_c,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Galt,4.813704698,5.10666787,4.68836933,4.665378488,4.395998511,4.667151082,4.054830464,4.349679511,4.094244105,4.207366795,2.657246907,4.350145515,1.371671746,1.913474372,2.1355428,2.177900989,1.371671746,2.299504136,4.304432686,4.435418855,4.367658392,4.835270768,4.663970644,4.507446727
Gamt,5.171024592,5.818480246,6.278589435,5.801153754,5.452232064,5.059358506,6.137697596,5.414113968,5.407413337,5.568064013,6.383881963,3.810984734,4.191381344,4.335671311,3.888590516,4.522291406,3.823051531,4.452940978,5.64785514,5.540625066,4.703822401,5.03124382,5.278060465,5.065865839
Ganab,3.622418372,4.253317193,3.755241616,3.805470524,5.080562532,3.755021493,4.632569424,4.872277635,4.239676365,4.473205151,4.4673277,5.103770221,5.139900778,5.428821758,4.827427718,4.610955628,4.512684531,4.854212702,4.646299803,4.225445805,4.703822401,3.911518911,4.258731964,4.326029573
Ganc,6.118259945,4.866954419,4.762764897,5.149900295,4.578610645,5.221592487,3.263597469,3.322602624,4.938601647,4.891739941,4.272792533,5.435967182,4.191381344,4.05924156,4.239194987,4.326724518,3.66760506,4.200825396,5.306403629,5.935470993,5.132956711,5.203751949,5.353020708,5.329617021
Gapdh,12.30514434,12.6332143,12.66550527,12.59307111,12.19190249,12.29218619,12.21921171,12.33084626,12.01414658,11.86592599,11.80527456,12.27559358,3.584590153,2.886261495,2.735979671,3.547363032,3.600412342,2.907636166,4.568124372,6.981934701,4.429410524,4.182956258,4.914676024,4.629950805
Gapvd1,6.118259945,5.701491844,5.766511877,6.174283445,6.359895807,6.248044049,6.038526338,5.728549833,6.063884596,5.650890428,5.956915268,6.129306625,5.970440503,6.44436233,6.272120558,5.961328832,5.95094971,6.000898772,5.892022513,5.864677402,6.153846978,5.907875487,5.492180325,5.708955251
Garem1,4.201287462,4.552542462,3.234188542,4.986673129,5.404648189,5.182712068,4.937903776,6.234080665,5.831222991,6.390330521,5.913049005,3.93614039,3.552811906,3.267415073,2.735979671,4.100427122,2.7917612,3.895122139,4.790986096,5.628713009,5.402988203,4.88681567,4.541118774,4.880854549
Garre1,4.989660443,4.618566641,5.653733701,5.531842775,5.839841666,5.515568574,5.142791048,5.666700761,4.827934684,5.46501102,5.297500128,5.807604182,5.339346664,5.542165967,5.437354286,5.532471392,5.771680343,5.095573454,5.721933444,5.346460756,6.153846978,5.008154348,5.278060465,5.065865839
Gars1,6.883948543,6.703701586,6.388405915,6.148768222,6.642254558,5.71947986,6.439294714,6.08442733,6.527623725,6.61325264,6.301213769,5.871685468,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,6.629512999,6.098602179,6.326074557,6.733695614,6.611462572,6.124681228
Gart,4.68322075,4.483351203,4.68836933,3.930522402,4.395998511,4.609684367,4.632569424,4.122809418,4.804744872,4.05349137,5.056690803,4.519726227,4.706569482,3.716984318,4.43306727,4.987284647,4.684740347,5.019519767,4.097374823,3.683128023,4.367658392,4.835270768,4.406823512,4.507446727
Gas1,4.462284998,4.856047509,4.609927818,5.043159178,3.473845058,4.487391368,4.881788998,4.240699416,4.015633207,4.278557808,5.096456656,3.673931352,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,4.097374823,4.618678735,4.488627598,4.545671673,5.42427775,4.813507463
Gas6,7.512182139,7.339202825,7.215135028,7.23563137,6.229415607,6.170677713,6.621665842,6.052539355,6.541718589,6.74477346,6.158223986,6.839448924,7.545746164,7.550183911,7.698123515,7.551306328,8.029920199,7.904589722,7.283624188,6.850715595,7.127389864,7.209064956,7.020760188,7.153213532
Gas7,3.758262607,3.361762895,4.137230398,4.927885035,5.304496398,6.28522504,6.088963932,4.545673745,4.307240435,5.779170588,5.890605348,5.991893367,2.70225921,2.976147538,3.596298156,3.831907934,4.317295203,2.118851082,4.397788606,3.683128023,4.976269969,4.26316196,4.541118774,4.326029573
Gata2,2.89756293,3.763054927,3.755241616,4.152161782,3.647418746,4.042440962,3.836036295,2.815142336,4.433558258,3.969926702,3.454044779,4.597583751,3.382487861,4.456267647,3.229339583,4.427819226,3.66760506,4.76386698,4.204615229,3.683128023,4.090246198,3.140443403,3.441651392,4.118473069
Gatad2a,4.749937417,4.552542462,4.609927818,4.251396128,2.775909185,4.353763736,4.288590716,4.060043341,4.204669494,4.379161702,4.237658028,4.208446981,5.139900778,5.022991025,5.391412504,5.438685552,5.163433168,5.425276811,4.858228257,5.238609844,4.800468942,4.984689323,4.882143112,5.0067929
Gatad2b,6.998136285,6.601289346,6.713167364,6.385635815,6.201841237,6.408294217,5.555284069,5.557334942,5.46771416,5.449669337,5.77283054,4.992885909,5.909013984,6.473234532,6.321954949,6.120811321,6.226349861,6.039920515,6.667501296,6.452467368,6.537136776,6.942973835,6.656550024,6.447022252
Gatb,5.870938682,6.098481619,6.303725657,5.589877169,6.334726794,6.248044049,6.088963932,5.76835694,6.02427858,6.145721619,5.913049005,5.740543708,1.371671746,1.371671746,2.735979671,1.371671746,2.453929711,2.608633188,5.75759337,5.670818855,5.630357848,5.623941869,5.649146485,6.038824924
Gatd1,4.933359729,4.483351203,4.68836933,4.431471934,4.069726052,4.667151082,5.142791048,4.634513394,4.094244105,4.346400422,4.526750171,4.257242644,3.189329564,3.267415073,3.749834074,3.072792283,2.011990664,3.264657852,5.206727264,4.435418855,4.891045601,4.726303758,4.603851987,4.742861911
Gatd3,7.125463719,6.251976675,6.675147738,5.149900295,6.652476079,4.826973959,6.768154126,4.451002368,7.015650752,6.987194088,4.272792533,4.051300032,8.420489838,8.426684296,7.995490803,8.574772196,8.375921413,8.63212113,8.536724216,8.353511537,8.225490235,8.596167446,8.459449203,8.491994021
Gatm,4.68322075,4.334139738,4.609927818,4.735617019,4.661921909,4.667151082,5.189768695,5.011477698,5.376290653,4.697597062,6.061078023,4.808731913,4.706569482,4.20406705,3.888590516,4.218008331,5.522248507,4.939232595,3.394086447,3.508380306,5.274281034,3.808366941,4.406823512,2.726627405
Gbe1,5.678841896,5.761171546,5.027049378,5.926564541,5.747499503,6.248044049,6.11353653,6.753667839,6.527623725,7.029084321,6.367722945,5.991893367,7.180232898,7.716385359,6.994763787,8.118320212,7.46000082,7.712660021,7.94032282,7.958618574,8.160241131,7.987970996,7.833846863,8.459318668
Gbf1,6.454621022,6.075157222,5.692314328,6.272057805,6.256472814,6.229087934,6.20784393,6.289849923,6.221041424,6.316134738,6.383881963,6.242696404,6.689493157,6.892054794,7.140754493,6.559980144,6.813261441,6.681828278,6.072749159,6.35252811,5.780081376,6.488823095,5.944046281,6.594739992
Gcat,4.87477236,5.151961278,4.609927818,5.296522642,3.473845058,4.206483745,3.42935998,4.451002368,4.015633207,3.459130587,4.583821633,3.522478242,2.378891492,2.120376957,2.407074161,3.303134535,1.371671746,3.264657852,3.981518109,4.334248956,4.703822401,4.835270768,4.178565768,4.813507463
Gcc2,5.90060768,6.051449529,5.766511877,6.069397857,6.309110877,5.75966283,5.904132495,6.205366195,6.083287192,5.941522344,6.120146923,6.614475521,5.70728661,6.354108026,6.416739026,6.059117401,6.169532266,6.254184323,5.892022513,5.628713009,5.871906941,5.65400407,5.991742288,5.671408055
Gcdh,5.375018829,5.926689492,5.531386098,5.296522642,5.821840029,5.467854162,5.279369826,5.881584008,5.244617274,6.126554211,6.081037586,5.871685468,6.029358088,6.354108026,5.607754837,6.208670987,6.110384962,6.411243225,5.529077394,5.446806885,5.731879612,5.162519943,5.389089122,4.813507463
Gcfc2,5.043846313,3.979516106,4.020788144,4.152161782,4.395998511,4.353763736,4.762553989,4.451002368,5.061086514,4.05349137,3.964373405,5.392942691,4.084308414,4.857647467,4.827427718,4.326724518,4.317295203,4.332383444,4.485468926,3.979620845,4.600233637,4.726303758,4.258731964,4.118473069
Gchfr,3.882409289,4.483351203,4.762764897,4.045594184,2.775909185,3.25288334,3.263597469,3.091070453,3.649755977,3.685558343,4.973711621,4.741725074,3.842898754,4.857647467,3.888590516,3.6762367,3.963366263,5.019519767,5.444086196,5.628713009,5.780081376,6.042831644,5.619089835,6.038824924
Gclc,5.043846313,4.74218801,4.8335115,4.986673129,4.578610645,4.72241615,4.881788998,4.634513394,4.168792015,4.589759361,4.742624044,5.633719413,5.028784471,4.767279962,4.603946043,4.694484842,4.091235642,4.564196545,5.04297525,5.446806885,5.205348672,4.480059673,4.541118774,4.326029573
Gclm,3.996714223,3.979516106,3.601561341,3.517240473,3.047805804,4.487391368,3.836036295,3.925672729,3.297763508,3.685558343,3.5715735,4.437426095,3.968647162,4.335671311,4.603946043,4.773441419,4.977340722,3.506727023,4.485468926,3.508380306,4.800468942,3.808366941,4.178565768,4.507446727
Gcn1,3.622418372,4.334139738,3.89411593,4.866599258,3.942216125,4.126792675,4.699025137,4.122809418,4.433558258,4.589759361,4.340594321,3.353240425,1.371671746,1.371671746,1.371671746,1.371671746,2.011990664,1.371671746,4.720455994,5.06002183,4.703822401,5.357818219,4.830614526,4.590260786
Gcsh,6.497967355,6.394473731,5.936852609,5.839934743,5.857621447,6.190411717,3.402490308,4.654195239,4.682851544,2.47245976,3.514005614,4.622381412,6.473116541,6.501540242,6.483951906,6.444088176,6.57154489,6.396284768,5.792393089,6.07370925,6.00765793,6.292580335,5.763477048,5.816067196
Gda,3.305043505,3.763054927,4.609927818,4.735617019,4.186875727,5.979757987,4.41258887,5.511156552,4.168792015,4.532658976,3.680244816,6.10285113,3.382487861,3.509641011,4.521035128,3.972405742,2.011990664,3.264657852,4.858228257,4.225445805,4.891045601,4.726303758,4.541118774,4.590260786
Gdap1,5.496570353,5.574172973,4.438959657,4.802594113,4.815367332,3.094328759,4.41258887,4.943555875,4.168792015,3.881222532,5.056690803,4.437426095,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,2.118851082,4.204615229,5.900508387,5.999537626,5.03124382,4.931894548,5.280583863
Gde1,7.166340191,6.272629789,6.468390154,6.569945057,6.256472814,7.16462268,6.11353653,6.369658809,5.983554503,6.324569677,6.061078023,6.969600031,7.015142345,6.892054794,6.832319206,6.931054902,7.067646207,6.777289179,6.400559003,6.736407036,6.884460159,6.802413556,6.997584039,6.69169833
Gdi1,5.242276092,5.23849314,5.197668398,5.551448111,6.0859504,6.002262507,5.755921042,5.687613118,6.044217496,5.779170588,5.913049005,6.517658765,5.70728661,5.428821758,5.79584564,5.577172877,5.566931456,5.693471543,5.154181675,4.9952172,5.463277246,5.076342888,5.678589703,5.329617021
Gdi2,7.289193887,7.438506883,7.418674497,7.340776117,7.392927069,7.415789153,7.158948955,7.40488286,7.18685786,7.359720046,7.332505289,7.660239315,5.887837069,6.399940846,6.003423123,6.479843605,6.000657081,6.334849995,7.214737874,7.07894179,7.413732023,7.048590838,7.268383464,7.118755584
Gdpd1,3.882409289,3.508283507,3.125607127,3.156674147,3.942216125,3.462170306,4.15292432,4.240699416,4.239676365,3.881222532,4.272792533,4.051300032,4.471851039,4.456267647,3.596298156,4.919465401,4.418295126,4.056055878,4.858228257,4.225445805,4.800468942,4.668569942,4.882143112,4.326029573
Gemin5,4.933359729,3.979516106,4.68836933,4.665378488,4.069726052,3.857323664,4.489703269,3.522064715,3.750284592,4.346400422,4.4673277,4.257242644,4.844203419,5.486606676,5.020889196,5.338376421,4.601275842,5.365090152,4.204615229,3.838977715,4.090246198,4.608429072,4.541118774,4.668578083
Get1,4.613268578,4.681701026,4.609927818,4.431471934,3.80233416,4.353763736,3.578024412,3.697269657,4.708068048,3.786704995,4.791897767,3.810984734,5.633248294,5.099060147,5.191448857,5.114048539,5.37924306,5.592095014,4.983983051,4.781261694,5.056739454,4.545671673,5.278060465,5.377038311
Get3,4.933359729,5.607071465,5.350226465,4.986673129,4.88637436,5.101659137,4.991917395,5.011477698,4.168792015,4.697597062,4.526750171,4.437426095,5.385179267,5.647250364,5.218013359,4.773441419,5.610271965,5.395497319,4.485468926,4.9952172,5.132956711,4.835270768,5.649146485,4.002304404
Get4,5.929678811,6.098481619,6.200441137,6.295500007,6.055462325,5.979757987,5.189768695,5.844820255,5.87641194,5.703578958,5.913049005,5.392942691,6.494184267,6.322723368,6.321954949,6.419749229,6.333682946,6.552870182,5.923759905,6.035545508,5.731879612,5.822301525,6.060454021,5.422950345
Gfer,3.996714223,3.361762895,4.438959657,3.517240473,3.473845058,4.549833282,4.054830464,3.994421857,4.239676365,4.346400422,4.047876135,2.67887367,4.777027123,4.767279962,5.020889196,3.831907934,4.601275842,3.264657852,4.720455994,4.781261694,4.891045601,4.835270768,4.663970644,4.668578083
Gfm1,6.743661845,7.258671478,6.838860032,6.895544252,7.162018651,6.995455949,6.399881342,6.517140107,6.636705502,6.769697713,6.176892167,6.962260628,6.760769331,6.975146452,6.797514086,6.878444968,6.83168928,6.888365269,1.966639354,2.46423466,3.000833825,2.221707554,1.856944956,3.218260367
Gfm2,4.102623853,4.167696694,3.429537117,3.668541594,3.473845058,3.857323664,2.607797812,3.322602624,4.094244105,3.685558343,4.126809047,4.051300032,3.552811906,2.120376957,4.239194987,2.459655242,2.7917612,2.118851082,5.206727264,4.47398051,5.056739454,4.608429072,4.830614526,4.419587897
Gfod1,4.68322075,4.681701026,4.137230398,5.296522642,5.018692524,3.95284941,4.632569424,2.815142336,3.932490782,5.215762348,4.272792533,5.156172011,1.961451423,1.371671746,2.407074161,3.303134535,2.011990664,2.608633188,4.983983051,4.225445805,5.056739454,4.984689323,5.278060465,4.945197493
Gfpt1,6.984347383,6.680705014,6.768381724,6.490921135,6.590031586,6.612252846,6.399881342,6.420512928,6.394161025,6.390330521,6.73828009,5.962767284,6.292488074,6.501540242,6.797514086,6.236807442,6.849884702,6.52563526,6.044156848,6.002952602,5.576785861,6.214038454,6.229133556,5.883297636
Gfpt2,3.115641957,4.076672438,4.244972264,5.149900295,3.80233416,5.467854162,3.836036295,5.728549833,3.932490782,5.449669337,4.691607738,4.872764222,1.371671746,1.371671746,1.980332119,1.371671746,1.371671746,1.371671746,3.981518109,3.838977715,4.235609909,3.140443403,3.136826938,3.875955929
Gfus,4.380422216,4.334139738,3.755241616,4.152161782,3.473845058,3.525689529,3.578024412,3.994421857,4.015633207,4.278557808,4.436672706,3.600191315,4.554406978,4.567556256,4.7567117,4.427819226,3.963366263,3.264657852,3.717496546,3.683128023,4.090246198,3.808366941,3.136826938,4.326029573
Gga1,6.838685258,6.99843956,6.655755476,6.223998762,6.546847952,6.356830221,6.419722617,6.420512928,6.484493579,6.806294864,6.887412029,5.807604182,6.362900159,6.29064075,6.461893718,6.491567833,5.916833752,6.440702743,6.181767741,5.494478464,6.358183491,6.437894408,6.362105788,6.0680151
Gga2,6.143295166,5.926689492,5.936852609,5.511967341,6.173729549,5.591744938,5.590721621,5.363029738,5.173981302,5.510080841,5.443409906,5.991893367,5.429600546,5.81452676,5.414566261,5.509590288,5.275369679,5.395497319,6.64863218,6.545929816,6.508810583,6.616448489,6.248896558,6.490792926
Gga3,3.758262607,3.875341429,4.438959657,4.045594184,4.490191965,3.525689529,4.41258887,3.994421857,3.932490782,3.459130587,3.680244816,4.051300032,4.471851039,5.305807644,4.7567117,4.427819226,4.512684531,4.056055878,3.717496546,3.979620845,4.235609909,3.808366941,4.093681527,4.742861911
Ggcx,3.47244071,4.694003005,4.900950414,4.866599258,5.304496398,4.876542017,5.817044551,5.602080963,5.209731547,5.215762348,5.617502233,4.257242644,2.378891492,2.610805952,1.371671746,1.371671746,3.295151229,1.371671746,4.304432686,5.122040199,5.205348672,3.808366941,4.33467709,4.945197493
Ggnbp2,6.474485491,6.617526059,6.226963712,6.272057805,6.611148157,6.425048849,6.338665766,6.540318497,6.636705502,6.71941103,6.266772891,6.871145788,6.725571373,6.685505138,6.832319206,7.014687056,6.457510512,6.800199101,6.5904973,6.736407036,6.769778524,6.569901934,6.59611476,6.851322405
Ggps1,4.904363426,5.011578056,5.027049378,5.200448323,5.018692524,4.970844111,5.59944665,5.310070062,5.699118908,5.393047855,5.79716724,5.557839351,5.742928006,5.368625433,5.525068908,4.987284647,5.771680343,5.236616384,5.04297525,5.494478464,5.132956711,5.076342888,5.588393646,4.813507463
Ghitm,9.945918183,9.794897228,9.794605435,9.764539011,9.700673641,9.570962746,9.612017073,9.468997929,9.722735866,9.867632563,9.564025576,9.160935534,10.01174785,9.996958726,9.886447485,10.07352584,9.823587744,10.01294372,9.65917343,9.599064204,10.00378918,9.836214761,9.717206108,9.468663891
Ghr,8.810109893,8.680455904,9.245647042,8.373945573,8.571484978,8.801141664,8.734333945,8.955818947,8.717866739,8.818118081,9.094664415,9.388797366,8.903666464,8.913755071,9.079721749,8.962441516,8.493430432,8.811961753,8.610735291,8.907737375,8.797563332,8.579816896,8.758292945,8.702083456
Gid4,4.716964709,4.585932214,5.531386098,5.471375667,5.542935482,4.775642062,5.590721621,5.197935486,5.437878777,5.418487688,5.617502233,4.872764222,6.725571373,6.384824448,6.743679506,6.582081846,6.57154489,6.350455683,4.204615229,4.225445805,4.800468942,5.076342888,4.979987341,4.813507463
Gigyf1,4.462284998,4.334139738,4.8335115,4.251396128,4.490191965,4.667151082,4.054830464,3.853482834,4.015633207,4.278557808,3.781300727,5.156172011,1.371671746,2.120376957,1.371671746,1.371671746,1.371671746,1.371671746,4.646299803,4.618678735,4.600233637,3.808366941,4.33467709,4.813507463
Gigyf2,5.644183438,6.098481619,6.352721211,5.716848376,6.130507475,5.499838461,5.932031498,6.248226388,5.376290653,5.677475209,5.97835816,6.180805253,5.47269483,5.836915418,5.760138257,5.92720207,5.566931456,5.960792165,5.206727264,4.927364131,5.056739454,5.76835472,5.003445603,5.7812394
Gimap4,4.293633377,4.076672438,4.020788144,4.251396128,3.276495212,4.72241615,4.003163431,2.025417698,2.831183116,2.76398593,4.340594321,4.350145515,4.084308414,5.240129633,4.015164667,4.218008331,5.042075585,4.939232595,4.304432686,3.683128023,3.000833825,4.726303758,4.406823512,4.880854549
Ginm1,5.840646706,5.926689492,5.729890046,5.551448111,6.229415607,6.067743463,6.285590614,6.395309929,6.02427858,6.357824755,6.383881963,5.871685468,7.397080326,7.19906651,7.310825534,7.517299397,7.098411756,6.777289179,5.487207574,6.173734538,6.116789215,6.042831644,6.415544432,6.152200925
Gipc1,6.143295166,5.818480246,5.614092933,5.551448111,5.196869963,5.142754739,5.625309534,5.46345105,5.021402542,5.179021811,5.412236884,5.206736978,5.19240614,4.857647467,5.244097556,5.173484419,4.601275842,5.095573454,5.569766264,4.702259267,5.274281034,5.497007605,5.735732555,5.601257748
Git1,4.102623853,4.076672438,4.526974853,4.34424182,4.186875727,4.422124133,3.712790546,3.994421857,4.094244105,3.881222532,4.340594321,3.810984734,5.085412132,4.05924156,4.959240231,5.338376421,5.163433168,4.939232595,3.981518109,3.979620845,3.928577685,3.911518911,4.093681527,4.419587897
